thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
39,0,39,None,['right'],1,[0.6117797080078162],[0.148167333973106],None,,3,0,3,0,0,0,0,0,,,,,39,0,39,0,460.0954867080436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,460.07626658305526,460.0954867080436,460.0887154587001,460.0954867080436,460.0954867080436,True,460.81669604202034,460.8336874170345,460.84992725000484,True,463.06207225000253,463.0645036250353,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,40,40,39,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,611.78,0.6118,1,True,hit,1,0,0,0,0,0,1.0,39,39,2.989092125033494,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,611.78,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6117797080078162],[0.148167333973106],None,463.06707504205406,463.0699355000397,463.0699355000397,463.30217029200867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
40,0,40,None,['left'],1,[0.7215737919905223],[0.13978683296591043],None,,3,0,3,0,0,0,0,0,,,,,40,0,40,0,463.31198087503435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,463.30382208304945,463.31198087503435,463.3167704166883,463.31198087503435,463.31198087503435,True,464.0502600000473,464.0502600000473,464.0786027920549,True,466.2953879170236,466.2978471670067,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,41,41,40,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,721.57,0.7216,1,True,correct_rejection,0,0,0,1,0,0,1.0,40,40,2.9948615829925984,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,721.57,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.7215737919905223],[0.13978683296591043],None,466.30016191705363,466.3030444580363,466.3030444580363,466.53577162500005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
41,0,41,None,['left'],1,[0.4732883329852484],[0.17344924999633804],None,,3,0,3,0,0,0,0,0,,,,,41,0,41,0,466.5452570420457,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,466.53876562503865,466.5452570420457,466.55022091669184,466.5452570420457,466.5452570420457,True,467.2837080420577,467.2837080420577,467.31191116705304,True,469.5287055000081,469.53113187500276,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,42,42,41,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,473.29,0.4733,1,True,correct_rejection,0,0,0,1,0,0,1.0,41,41,2.994543083012104,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,473.29,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4732883329852484],[0.17344924999633804],None,469.5334345000447,469.5363081250107,469.5363081250107,469.76902858301764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
42,0,42,None,['left'],1,[0.5488096670014784],[0.15572816599160433],None,,3,0,3,0,0,0,0,0,,,,,42,0,42,0,469.77860437502386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,469.77064795803744,469.77860437502386,469.78359854169344,469.77860437502386,469.77860437502386,True,470.5171404580469,470.5171404580469,470.54526345804334,True,472.76199912501033,472.76434529200196,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,43,43,42,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,548.81,0.5488,1,True,correct_rejection,0,0,0,1,0,0,1.0,42,42,2.9945781249552965,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,548.81,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5488096670014784],[0.15572816599160433],None,472.7667861250229,472.76971516699996,472.76971516699996,473.00207158300327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
43,0,43,None,['right'],1,[0.4206139160087332],[0.1565515419933945],None,,3,0,3,0,0,0,0,0,,,,,43,0,43,0,473.01195437501883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473.0037578330375,473.01195437501883,473.0165245836872,473.01195437501883,473.01195437501883,True,473.75024320802186,473.75024320802186,473.77861112501705,True,475.99542208301136,475.9981496250257,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,44,44,43,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,420.61,0.4206,1,True,hit,1,0,0,0,0,0,1.0,43,43,2.995062041969504,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,420.61,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4206139160087332],[0.1565515419933945],None,476.0004631250049,476.00380954204593,476.00380954204593,476.23566479200963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
44,0,44,None,['left'],1,[0.45904416602570564],[0.15656404197216034],None,,3,0,3,0,0,0,0,0,,,,,44,0,44,0,476.24525004200405,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,476.2387025420321,476.24525004200405,476.25022104167533,476.24525004200405,476.24525004200405,True,476.98395558301127,476.98395558301127,477.0119598330348,True,479.2287025000551,479.23108895804035,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,45,45,44,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,459.04,0.459,1,True,correct_rejection,0,0,0,1,0,0,1.0,44,44,2.994685916986782,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,459.04,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.45904416602570564],[0.15656404197216034],None,479.233442167053,479.2363138750079,479.2363138750079,479.4690410000039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
45,0,45,None,"['right', 'right']",1,"[0.6118819169932976, 0.6710534999729134]","[0.03683129098499194, 0.15608570800395682]",None,,3,0,3,0,0,0,0,0,,,,,45,0,45,0,479.4787122500129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,479.47079345805105,479.4787122500129,479.48345287470534,479.4787122500129,479.4787122500129,True,480.21647487505106,480.21647487505106,480.2452330000233,True,482.4621194580104,482.464662583021,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,46,46,45,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,611.88,0.6119,1,True,hit,1,0,0,0,0,0,1.0,45,45,2.994807166978717,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,2,"['right', 'right']","[611.88, 671.05]",2.25,2.25,0.0,0.75,3.0,during_stimulus,"['right', 'right']",1,"[0.6118819169932976, 0.6710534999729134]","[0.03683129098499194, 0.15608570800395682]",None,482.4671304170042,482.4699903750443,482.4699903750443,482.70219425001414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
46,0,46,None,['left'],1,[0.6876287090126425],[0.15864445798797533],None,,3,0,3,0,0,0,0,0,,,,,46,0,46,0,482.71195354202064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,482.7052577920258,482.71195354202064,482.7167193747048,482.71195354202064,482.71195354202064,True,483.44997120805783,483.44997120805783,483.47865525004454,True,485.69538366701454,485.69778762501664,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,47,47,46,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,687.63,0.6876,1,True,correct_rejection,0,0,0,1,0,0,1.0,46,46,2.9947849580203183,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,687.63,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6876287090126425],[0.15864445798797533],None,485.7000506250188,485.7028266250272,485.7028266250272,485.9354411670356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
47,0,47,None,['left'],1,[0.5044285409967415],[0.18374241702258587],None,,3,0,3,0,0,0,0,0,,,,,47,0,47,0,485.94527412502794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,485.93705495801987,485.94527412502794,485.94996587466835,485.94527412502794,485.94527412502794,True,486.68396387505345,486.68396387505345,486.71201716701034,True,488.92870500002755,488.93116691702744,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,48,48,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,504.43,0.5044,1,True,correct_rejection,0,0,0,1,0,0,1.0,47,47,2.9949541250243783,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,504.43,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5044285409967415],[0.18374241702258587],None,488.9334484580322,488.9363345000311,488.9363345000311,489.16859695804305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
48,0,48,None,['right'],1,[0.6573055409826338],[0.17327879200456664],None,,3,0,3,0,0,0,0,0,,,,,48,0,48,0,489.17862595804036,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,489.170295583026,489.17862595804036,489.1831189586703,489.17862595804036,489.17862595804036,True,489.9165793750435,489.9165793750435,489.94527241704054,True,492.16201233305037,492.16448029200546,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,49,49,48,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,657.31,0.6573,1,True,hit,1,0,0,0,0,0,1.0,48,48,2.9950736250029877,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,657.31,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6573055409826338],[0.17327879200456664],None,492.166975583008,492.16974087501876,492.16974087501876,492.4024114170461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
49,0,49,None,['left'],1,[0.5263070840155706],[0.16413166600978002],None,,3,0,3,0,0,0,0,0,,,,,49,0,49,0,492.4119309170055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,492.4053109170054,492.4119309170055,492.4168770416911,492.4119309170055,492.4119309170055,True,493.14952641702257,493.14952641702257,493.17858729203,True,495.3953946250258,495.3978357920423,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,50,50,49,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,526.31,0.5263,1,True,correct_rejection,0,0,0,1,0,0,1.0,49,49,2.9946161660482176,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,526.31,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5263070840155706],[0.16413166600978002],None,495.4000987080508,495.4029887080542,495.4029887080542,495.6356123330188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
50,0,50,None,['right'],1,[0.6064780420274474],[0.18084683298366144],None,,3,0,3,0,0,0,0,0,,,,,50,0,50,0,495.64524237503065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,495.6373040830367,495.64524237503065,495.65020712471255,495.64524237503065,495.64524237503065,True,496.38316491700243,496.38316491700243,496.4118537500035,True,498.6287377080298,498.6311426250031,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,51,51,50,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,606.48,0.6065,1,True,hit,1,0,0,0,0,0,1.0,50,50,2.9947526669711806,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,606.48,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6064780420274474],[0.18084683298366144],None,498.63352895801654,498.63642529200297,498.63642529200297,498.86889625003096,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
51,0,51,None,['right'],1,[0.6459504590020515],[0.15171533299144357],None,,3,0,3,0,0,0,0,0,,,,,51,0,51,0,498.8786275420571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,498.87056420801673,498.8786275420571,498.883460791669,498.8786275420571,498.8786275420571,True,499.61658495804295,499.61658495804295,499.6452775000362,True,501.86203804204706,501.8645044170553,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,52,52,51,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,645.95,0.646,1,True,hit,1,0,0,0,0,0,1.0,51,51,2.994821791013237,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,645.95,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.6459504590020515],[0.15171533299144357],None,501.86690637504216,501.8697761250078,501.8697761250078,502.10254425002495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
52,0,52,None,['right'],1,[0.4910600410075858],[0.12420533399563283],None,,3,0,3,0,0,0,0,0,,,,,52,0,52,0,502.1119615830248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,502.10422379203374,502.1119615830248,502.11705233372436,502.1119615830248,502.1119615830248,True,502.85024550004164,502.85024550004164,502.8786096670083,True,505.09548200003337,505.09797779202927,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,53,53,52,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,491.06,0.4911,1,True,hit,1,0,0,0,0,0,1.0,52,52,2.9946352500119247,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,491.06,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4910600410075858],[0.12420533399563283],None,505.10025937500177,505.10314862505766,505.10314862505766,505.33579133305466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
53,0,53,None,['left'],1,[0.4436932920361869],[0.16079683299176395],None,,3,0,3,0,0,0,0,0,,,,,53,0,53,0,505.34528150002006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,505.3388505000039,505.34528150002006,505.3502741666782,505.34528150002006,505.34528150002006,True,506.08365216705715,506.08365216705715,506.112035542028,True,508.32865987502737,508.33155466703465,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,54,54,53,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,443.69,0.4437,1,True,correct_rejection,0,0,0,1,0,0,1.0,53,53,2.994506667018868,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,443.69,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4436932920361869],[0.16079683299176395],None,508.33384333300637,508.3368568330188,508.3368568330188,508.5687627920415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
54,0,54,None,['left'],1,[0.4308343750308268],[0.14037841599201784],None,,3,0,3,0,0,0,0,0,,,,,54,0,54,0,508.5785747920163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,508.57178375002695,508.5785747920163,508.5834212916709,508.5785747920163,508.5785747920163,True,509.31665300001623,509.31665300001623,509.34525270800805,True,511.56197316700127,511.56440950004617,main_1back,Main 1-back,4,0,082527_j_2.25,001,2026-02-04_14h40.32.795,4,1,1,1_back,60,1,55,55,54,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,430.83,0.4308,1,True,correct_rejection,0,0,0,1,0,0,1.0,54,54,2.994822333974298,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,430.83,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4308343750308268],[0.14037841599201784],None,511.5668696250068,511.569755250006,511.569755250006,511.80155958305113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,082527_j_2.25,001,2026-02-04_14h40.32.795,n-back,2024.2.4,None,2026-02-04 14h40.46.678993 -0800,
