thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,press_to_continue_prompt.stopped,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,fb_sound.stopped,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
34,0,34,None,['left'],1,None,[0.43751870800042525],[0.14307995804119855],,1,0,1,0,0,0,0,0,,,,,34,0,34,0,130.456650792039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130.44888350000838,130.456650792039,130.4613402916623,130.456650792039,130.456650792039,True,131.19509666698286,131.19509666698286,131.22307787503814,True,132.439855292032,132.4421942080371,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,35,35,35,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,437.52,0.4375,1,True,correct_rejection,0,0,0,1,0,0,1.0,35,35,1.9944600830203854,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,437.52,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,132.44461991701974,132.4475887499866,132.4475887499866,132.6798408330069,[0.43751870800042525],[0.14307995804119855],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
35,0,35,None,['left'],1,None,[0.4892146249767393],[0.1410690420307219],,1,0,1,0,0,0,0,0,,,,,35,0,35,0,132.68985862500267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.68169679201674,132.68985862500267,132.69438762468442,132.68985862500267,132.68985862500267,True,133.4287254579831,133.4287254579831,133.45652258303016,True,134.6732326670317,134.6762470420217,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,36,36,36,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,489.21,0.4892,1,True,correct_rejection,0,0,0,1,0,0,1.0,36,36,1.9953489589970559,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,489.21,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,134.6787730419892,134.68211062502814,134.68211062502814,134.91315520799253,[0.4892146249767393],[0.1410690420307219],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
36,0,36,None,['right'],1,None,[0.5219556670053862],[0.1390775420004502],,1,0,1,0,0,0,0,0,,,,,36,0,36,0,134.92322845803574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.91505737503758,134.92322845803574,134.92762266670277,134.92322845803574,134.92322845803574,True,135.66135562502313,135.66135562502313,135.6898547920282,True,136.90644354198594,136.90883475000737,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,37,37,37,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,521.96,0.522,1,True,hit,1,0,0,0,0,0,1.0,37,37,1.9949524580151774,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,521.96,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,136.91138604201842,136.91443237499334,136.91443237499334,137.1467126670177,[0.5219556670053862],[0.1390775420004502],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
37,0,37,None,['right'],1,None,[0.444986832968425],[0.12559295899700373],,1,0,1,0,0,0,0,0,,,,,37,0,37,0,137.1565128749935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.14839537499938,137.1565128749935,137.16124333365977,137.1565128749935,137.1565128749935,True,137.89523129200097,137.89523129200097,137.9231802499853,True,139.139794000017,139.142251125013,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,38,38,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,444.99,0.445,1,True,hit,1,0,0,0,0,0,1.0,38,38,1.9947404589620419,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,444.99,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,139.14470695803175,139.14770579198375,139.14770579198375,139.38000016700244,[0.444986832968425],[0.12559295899700373],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
38,0,38,None,['left'],1,None,[0.4776568750385195],[0.13222079200204462],,1,0,1,0,0,0,0,0,,,,,38,0,38,0,139.38973579200683,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.383066667011,139.38973579200683,139.3945144166976,139.38973579200683,139.38973579200683,True,140.1279563329881,140.1279563329881,140.15649650001433,True,141.3730986249866,141.3754220000119,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,39,39,39,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,477.66,0.4777,1,True,correct_rejection,0,0,0,1,0,0,1.0,39,39,1.994681957992725,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,477.66,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,141.37788654200267,141.38075479201507,141.38075479201507,141.61347525002202,[0.4776568750385195],[0.13222079200204462],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
39,0,39,None,['right'],1,None,[0.4401784170186147],[0.1322035409975797],,1,0,1,0,0,0,0,0,,,,,39,0,39,0,141.6230608749902,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.61517425003694,141.6230608749902,141.62805804168264,141.6230608749902,141.6230608749902,True,142.36155437503476,142.36155437503476,142.38976516702678,True,143.6064005420194,143.60876329202438,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,40,40,40,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,440.18,0.4402,1,True,hit,1,0,0,0,0,0,1.0,40,40,1.994542290980462,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,440.18,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,143.61105345800752,143.61394533299608,143.61394533299608,143.84619991702493,[0.4401784170186147],[0.1322035409975797],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
40,0,40,None,['left'],1,None,[0.4601034579682164],[0.12746383401099592],,1,0,1,0,0,0,0,0,,,,,40,0,40,0,143.85647570801666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.84792283299612,143.85647570801666,143.86059670866624,143.85647570801666,143.85647570801666,True,144.59486933302833,144.59486933302833,144.6231372919865,True,145.8398967080284,145.84229591698386,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,41,41,41,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,460.1,0.4601,1,True,correct_rejection,0,0,0,1,0,0,1.0,41,41,1.9953095000237226,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,460.1,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,145.84460650000256,145.84759358299198,145.84759358299198,146.07998058298836,[0.4601034579682164],[0.12746383401099592],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
41,0,41,None,['left'],1,None,[0.46587720804382116],[0.16061758395517245],,1,0,1,0,0,0,0,0,,,,,41,0,41,0,146.08986729203025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.08167595800478,146.08986729203025,146.0944988337035,146.08986729203025,146.08986729203025,True,146.8274555830285,146.8274555830285,146.85643812501803,True,148.0730977919884,148.07547045801766,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,42,42,42,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,465.88,0.4659,1,True,correct_rejection,0,0,0,1,0,0,1.0,42,42,1.9947300410130993,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,465.88,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,148.07787195802666,148.08082258299692,148.08082258299692,148.31345233303728,[0.46587720804382116],[0.16061758395517245],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
42,0,42,None,['left'],1,None,[0.587103792000562],[0.1274300420191139],,1,0,1,0,0,0,0,0,,,,,42,0,42,0,148.3231006670394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.31526658299845,148.3231006670394,148.32798508368822,148.3231006670394,148.3231006670394,True,149.0612020000117,149.0612020000117,149.08985862502595,True,150.3065472500166,150.30909695802256,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,43,43,43,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,587.1,0.5871,1,True,correct_rejection,0,0,0,1,0,0,1.0,43,43,1.994833041972015,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,587.1,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,150.31158887501806,150.31472995801596,150.31472995801596,150.54700620798394,[0.587103792000562],[0.1274300420191139],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
43,0,43,None,['left'],1,None,[0.42487529100617394],[0.14780533401062712],,1,0,1,0,0,0,0,0,,,,,43,0,43,0,150.55655775003834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.5486711669946,150.55655775003834,150.56143279170308,150.55655775003834,150.55655775003834,True,151.2943199169822,151.2943199169822,151.32277316699037,True,152.53942375001498,152.5419721250073,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,44,44,44,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,424.88,0.4249,1,True,correct_rejection,0,0,0,1,0,0,1.0,44,44,1.9940883329836652,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,424.88,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,152.5441772500053,152.54649762500776,152.54649762500776,152.77947308303555,[0.42487529100617394],[0.14780533401062712],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
44,0,44,None,['left'],1,None,[0.37836395896738395],[0.1443099160096608],,1,0,1,0,0,0,0,0,,,,,44,0,44,0,152.78946429200005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.78079204203095,152.78946429200005,152.79400937469134,152.78946429200005,152.78946429200005,True,153.5266636669985,153.5266636669985,153.55614712502575,True,154.77277395798592,154.7751250420115,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,45,45,45,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,378.36,0.3784,1,True,correct_rejection,0,0,0,1,0,0,1.0,45,45,1.9949602500419132,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,378.36,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,154.7772942080046,154.77965370798483,154.77965370798483,155.01293512503617,[0.37836395896738395],[0.1443099160096608],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
45,0,45,None,['right'],1,None,[0.4624763749889098],[0.13691808300791308],,1,0,1,0,0,0,0,0,,,,,45,0,45,0,155.0227767500328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155.01426812499994,155.0227767500328,155.02751354169257,155.0227767500328,155.0227767500328,True,155.7609949579928,155.7609949579928,155.78941791702528,True,157.00606591702672,157.00849370803917,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,46,46,46,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,462.48,0.4625,1,True,hit,1,0,0,0,0,0,1.0,46,46,1.99474191700574,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,462.48,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,157.0106391250156,157.0130769170355,157.0130769170355,157.2458993330365,[0.4624763749889098],[0.13691808300791308],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
46,0,46,None,['right'],1,None,[0.46048887504730374],[0.12600649998057634],,1,0,1,0,0,0,0,0,,,,,46,0,46,0,157.25611275003757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,157.2472120419843,157.25611275003757,157.26045629167155,157.25611275003757,157.25611275003757,True,157.99503475002712,157.99503475002712,158.0227927500382,True,159.23943320801482,159.24197149998508,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,47,47,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,460.49,0.4605,1,True,hit,1,0,0,0,0,0,1.0,47,47,1.9952473329612985,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,460.49,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,159.24398595798993,159.24628037499497,159.24628037499497,159.47799820802175,[0.46048887504730374],[0.12600649998057634],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
47,0,47,None,['left'],1,None,[0.5544941250118427],[0.12836166698252782],,1,0,1,0,0,0,0,0,,,,,47,0,47,0,159.4894183750148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.47928533301456,159.4894183750148,159.49262016668607,159.4894183750148,159.4894183750148,True,160.22282341698883,160.22761416702997,160.2561263749958,True,161.4602067079977,161.47534050000831,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,48,48,48,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,554.49,0.5545,1,True,correct_rejection,0,0,0,1,0,0,1.0,48,48,1.9964225000003353,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,554.49,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,161.4774391670362,161.4796985000139,161.4796985000139,161.71254104201216,[0.5544941250118427],[0.12836166698252782],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
48,0,48,None,['left'],1,None,[0.6587182090152055],[0.1296830409555696],,1,0,1,0,0,0,0,0,,,,,48,0,48,0,161.72279320802772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.7138809580356,161.72279320802772,161.72710679169202,161.72279320802772,161.72279320802772,True,162.46051825000905,162.46051825000905,162.4893719580141,True,163.70604191703023,163.70841983298305,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,49,49,49,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,658.72,0.6587,1,True,correct_rejection,0,0,0,1,0,0,1.0,49,49,1.9951013330137357,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,658.72,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,163.71057754202047,163.71281620801892,163.71281620801892,163.94584566698177,[0.6587182090152055],[0.1296830409555696],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
49,0,49,None,['left'],1,None,[0.5712528750300407],[0.13708433299325407],,1,0,1,0,0,0,0,0,,,,,49,0,49,0,163.95609741698718,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.94727733300533,163.95609741698718,163.96038095868815,163.95609741698718,163.95609741698718,True,164.69500491698273,164.69500491698273,164.72276837500976,True,165.93941220798297,165.9419944169931,main_0back,Main 0-back,2,0,149174_J_1.25,001,2026-02-04_14h28.18.687,2,1,0,0_back,60,1,50,50,50,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,571.25,0.5713,1,True,correct_rejection,0,0,0,1,0,0,1.0,50,50,1.9953035419457592,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,571.25,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,165.94416666700272,165.9467383750016,165.9467383750016,166.17994304199237,[0.5712528750300407],[0.13708433299325407],,,,,,,,,,,,,,,,,,,,,,,,,,,,149174_J_1.25,001,2026-02-04_14h28.18.687,n-back,2024.2.4,None,2026-02-04 14h28.36.308312 -0800,
