thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
9,0,9,None,['left'],1,None,[0.5076998749864288],[0.07303591701202095],,1,0,1,0,0,0,0,0,,,,,9,0,9,0,80.96158337505767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.95941254205536,80.96158337505767,80.97227454168411,80.96158337505767,80.96158337505767,True,81.70576150005218,81.71029841701966,81.73899554205127,True,83.44409216701752,83.44669504201738,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,10,10,10,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,507.7,0.5077,1,True,correct_rejection,0,0,0,1,0,0,1.0,10,10,2.488176791986916,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,507.7,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,83.44913291704142,83.45567791705253,83.45567791705253,83.69106583402026,[0.5076998749864288],[0.07303591701202095],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
10,0,10,None,['left'],1,None,[0.49913087498862296],[0.09956841700477526],,1,0,1,0,0,0,0,0,,,,,10,0,10,0,83.69538129202556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.69295025005704,83.69538129202556,83.70560533367485,83.69538129202556,83.69538129202556,True,84.43895533401519,84.44404658401618,84.47230900003342,True,86.177046292054,86.17980295902817,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,11,11,11,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,499.13,0.4991,1,True,correct_rejection,0,0,0,1,0,0,1.0,11,11,2.48759037500713,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,499.13,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,86.18226250004955,86.18893150001531,86.18893150001531,86.42426862503635,[0.49913087498862296],[0.09956841700477526],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
11,0,11,None,['left'],1,None,[0.3640752919600345],[0.10545916703995317],,1,0,1,0,0,0,0,0,,,,,11,0,11,0,86.42880925000645,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.42606933403295,86.42880925000645,86.43888141669255,86.42880925000645,86.42880925000645,True,87.17234908405226,87.17644500004826,87.20556816703174,True,88.91036062501371,88.91295900003752,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,12,12,12,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,364.08,0.3641,1,True,correct_rejection,0,0,0,1,0,0,1.0,12,12,2.4877093749819323,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,364.08,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,88.91522391705075,88.92219558404759,88.92219558404759,89.15768104203744,[0.3640752919600345],[0.10545916703995317],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
12,0,12,None,['left'],1,None,[0.34798004099866375],[0.08293820900144055],,1,0,1,0,0,0,0,0,,,,,12,0,12,0,89.16229708405444,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.15949162503239,89.16229708405444,89.17232245870788,89.16229708405444,89.16229708405444,True,89.90564450004604,89.91089170903433,89.93894425005419,True,91.64408370904857,91.6465295420494,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,13,13,13,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,347.98,0.348,1,True,correct_rejection,0,0,0,1,0,0,1.0,13,13,2.4880139580345713,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,347.98,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,91.64882404200034,91.65561608405551,91.65561608405551,91.8909802090493,[0.34798004099866375],[0.08293820900144055],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
13,0,13,None,['left'],1,None,[0.5052875420078635],[0.09603404096560553],,1,0,1,0,0,0,0,0,,,,,13,0,13,0,91.89690191700356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.89402804203564,91.89690191700356,91.90561641671617,91.89690191700356,91.89690191700356,True,92.63892450003186,92.64429945900338,92.67240283405408,True,94.37706429202808,94.37985841702903,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,14,14,14,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,505.29,0.5053,1,True,correct_rejection,0,0,0,1,0,0,1.0,14,14,2.487774790963158,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,505.29,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,94.38235558400629,94.38895895902533,94.38895895902533,94.62460654205643,[0.5052875420078635],[0.09603404096560553],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
14,0,14,None,['left'],1,None,[0.36512179201235995],[0.09323674999177456],,1,0,1,0,0,0,0,0,,,,,14,0,14,0,94.6291833340074,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.62642462505028,94.6291833340074,94.63908629172171,94.6291833340074,94.6291833340074,True,95.37225887505338,95.37745766702574,95.40577279200079,True,97.11058425001102,97.11332633404527,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,15,15,15,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,365.12,0.3651,1,True,correct_rejection,0,0,0,1,0,0,1.0,15,15,2.487596457998734,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,365.12,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,97.11557758401614,97.12216658401303,97.12216658401303,97.35753637505695,[0.36512179201235995],[0.09323674999177456],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
15,0,15,None,['left'],1,None,[0.4463642089976929],[0.09187058301176876],,1,0,1,0,0,0,0,0,,,,,15,0,15,0,97.36334004200762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.36057441704907,97.36334004200762,97.37223562569513,97.36334004200762,97.36334004200762,True,98.10568370902911,98.11071708402596,98.13900895905681,True,99.84333333402174,99.84613137500128,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,16,16,16,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,446.36,0.4464,1,True,correct_rejection,0,0,0,1,0,0,1.0,16,16,2.4874386670417152,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,446.36,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,99.8483846670133,99.85562195902457,99.85562195902457,100.09116008400451,[0.4463642089976929],[0.09187058301176876],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
16,0,16,None,['left'],1,None,[0.3345836250227876],[0.08451308298390359],,1,0,1,0,0,0,0,0,,,,,16,0,16,0,100.09566175000509,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.09279625001363,100.09566175000509,100.10557775071744,100.09566175000509,100.09566175000509,True,100.83896608400391,100.84343941701809,100.87234025000362,True,102.57702220900683,102.57986150000943,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,17,17,17,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,334.58,0.3346,1,True,correct_rejection,0,0,0,1,0,0,1.0,17,17,2.487487667007372,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,334.58,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,102.58236850000685,102.58892550005112,102.58892550005112,102.82436654204503,[0.3345836250227876],[0.08451308298390359],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
17,0,17,None,['right'],1,None,[0.5162652499857359],[0.11356304201763123],,1,0,1,0,0,0,0,0,,,,,17,0,17,0,102.82989012502367,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.82704837503843,102.82989012502367,102.83900575072427,102.82989012502367,102.82989012502367,True,103.57225129200378,103.5771130840294,103.60562887502601,True,105.31060266704299,105.31310200004373,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,18,18,18,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,516.27,0.5163,1,True,hit,1,0,0,0,0,0,1.0,18,18,2.487949166970793,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,516.27,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,105.31536675000098,105.322306209011,105.322306209011,105.55768979201093,[0.5162652499857359],[0.11356304201763123],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
18,0,18,None,['right'],1,None,[0.5142430419800803],[0.0734446250135079],,1,0,1,0,0,0,0,0,,,,,18,0,18,0,105.56220404204214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105.55954266700428,105.56220404204214,105.57226470869888,105.56220404204214,105.56220404204214,True,106.30579325003782,106.3104382090387,106.3390207090415,True,108.04372875002446,108.0463665840216,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,19,19,19,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,514.24,0.5142,1,True,hit,1,0,0,0,0,0,1.0,19,19,2.4876963749993593,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,514.24,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,108.04866445902735,108.05555375001859,108.05555375001859,108.29109391703969,[0.5142430419800803],[0.0734446250135079],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
19,0,19,None,['left'],1,None,[0.5744840000406839],[0.09978712495649233],,1,0,1,0,0,0,0,0,,,,,19,0,19,0,108.29728350002551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.29424175003078,108.29728350002551,108.30572050071011,108.29728350002551,108.29728350002551,True,109.03887566702906,109.0439314590185,109.07230104203336,True,110.7775045420276,110.7802736670128,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,20,20,20,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,574.48,0.5745,1,True,correct_rejection,0,0,0,1,0,0,1.0,20,20,2.488263624953106,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,574.48,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,110.78278504201444,110.78916295903036,110.78916295903036,111.02486850001151,[0.5744840000406839],[0.09978712495649233],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
20,0,20,None,['left'],1,None,[0.46384079096606],[0.09248525003204122],,1,0,1,0,0,0,0,0,,,,,20,0,20,0,111.02964287501527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.02654062502552,111.02964287501527,111.03902116668566,111.02964287501527,111.02964287501527,True,111.77241108403541,111.77686229202664,111.80580295901746,True,113.50966300000437,113.51226833404507,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,21,21,21,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,463.84,0.4638,1,True,correct_rejection,0,0,0,1,0,0,1.0,21,21,2.486499749997165,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,463.84,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,113.51464895904064,113.5222810000414,113.5222810000414,113.75764825002989,[0.46384079096606],[0.09248525003204122],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
21,0,21,None,['right'],1,None,[0.48742637503892183],[0.06810295896138996],,1,0,1,0,0,0,0,0,,,,,21,0,21,0,113.76215675001731,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113.75961545901373,113.76215675001731,113.77225150069377,113.76215675001731,113.76215675001731,True,114.5056569170556,114.51042166701518,114.53909025003668,True,116.24374800000805,116.246500459034,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,22,22,22,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,487.43,0.4874,1,True,hit,1,0,0,0,0,0,1.0,22,22,2.4876925830030814,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,487.43,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,116.2488430000376,116.25569183402695,116.25569183402695,116.49095829203725,[0.48742637503892183],[0.06810295896138996],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
22,0,22,None,['left'],1,None,[0.4169933749944903],[0.09701316698919982],,1,0,1,0,0,0,0,0,,,,,22,0,22,0,116.4951577920001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.49277691700263,116.4951577920001,116.50560787570818,116.4951577920001,116.4951577920001,True,117.23892400000477,117.2439137500478,117.2724139590282,True,118.97737366700312,118.97981687501306,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,23,23,23,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,416.99,0.417,1,True,correct_rejection,0,0,0,1,0,0,1.0,23,23,2.488008957996499,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,416.99,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,118.9822414170485,118.988988875004,118.988988875004,119.22444529202767,[0.4169933749944903],[0.09701316698919982],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
23,0,23,None,['left'],1,None,[0.3981385419610888],[0.11685741698602214],,1,0,1,0,0,0,0,0,,,,,23,0,23,0,119.22888262500055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119.22623820905574,119.22888262500055,119.2390216667011,119.22888262500055,119.22888262500055,True,119.97238025005208,119.9769803340314,120.00547900004312,True,121.71002558403416,121.71281991701107,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,24,24,24,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,398.14,0.3981,1,True,correct_rejection,0,0,0,1,0,0,1.0,24,24,2.4872941659996286,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,398.14,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,121.7150674170116,121.72215795901138,121.72215795901138,121.95759504201123,[0.3981385419610888],[0.11685741698602214],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
24,0,24,None,['left'],1,None,[0.38218570803292096],[0.09075899998424575],,1,0,1,0,0,0,0,0,,,,,24,0,24,0,121.96206504205475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.95940929203061,121.96206504205475,121.9722207507041,121.96206504205475,121.96206504205475,True,122.70572525000898,122.71010866703,122.73898462502984,True,124.44453500001691,124.44730687502306,main_0back,Main 0-back,2,0,469819_JT_1.75,001,2026-02-04_15h11.43.094,2,1,0,0_back,60,1,25,25,25,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,382.19,0.3822,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.488528583024163,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,382.19,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,124.44961879204493,124.45564629201544,124.45564629201544,124.69120737502817,[0.38218570803292096],[0.09075899998424575],,,,,,,,,,,,,,,,,,,,,,,,,,,,,469819_JT_1.75,001,2026-02-04_15h11.43.094,n-back,2024.2.4,None,2026-02-04 15h11.58.621561 -0800,
