thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
58,0,58,None,['right'],1,None,[0.7913365419954062],[0.11313716700533405],,1,0,1,0,0,0,0,0,,,,,58,0,58,0,183.94706912501715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,183.93939975003013,183.94706912501715,183.95192570868338,183.94706912501715,183.94706912501715,True,184.68593899998814,184.68593899998814,184.71362095803488,True,185.93037399998866,185.93291220802348,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,59,59,57,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,791.34,0.7913,1,True,hit,1,0,0,0,0,0,0.8772,50,57,1.9943134580389597,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,791.34,1.25,1.25,0.0,0.75,2.0,during_iti,0.0413,['right'],1,None,185.93537745799404,185.93848875002004,185.93848875002004,186.17084337503184,[0.7913365419954062],[0.11313716700533405],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
59,0,59,None,['left'],1,None,[0.7212924160412513],[0.10839483398012817],,1,0,1,0,0,0,0,0,,,,,59,0,59,0,186.18036600004416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,186.172558167018,186.18036600004416,186.18500637467176,186.18036600004416,186.18036600004416,True,186.9183910000138,186.9183910000138,186.94701462500961,True,188.16372829204192,188.16623324999819,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,60,60,58,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,721.29,0.7213,1,True,correct_rejection,0,0,0,1,0,0,0.8793,51,58,1.9945358749828301,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,721.29,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['left'],1,None,188.16853204200743,188.17137754202122,188.17137754202122,188.40428566699848,[0.7212924160412513],[0.10839483398012817],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
60,0,60,None,['right'],1,None,[1.124171125004068],[0.09681262500816956],,1,0,1,0,0,0,0,0,,,,,60,0,60,0,188.41368045803392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.4059926670161,188.41368045803392,188.41867729166214,188.41368045803392,188.41368045803392,True,189.15226466703461,189.15226466703461,189.18037420802284,True,190.39717108302284,190.39963004202582,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,61,61,59,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,1124.17,1.1242,1,True,hit,1,0,0,0,0,0,0.8814,52,59,1.9944987500202842,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1124.17,1.25,1.25,0.0,0.75,2.0,during_iti,0.3742,['right'],1,None,190.40198645798955,190.40487937501166,190.40487937501166,190.63815720804268,[1.124171125004068],[0.09681262500816956],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
61,0,61,None,['right'],1,None,[0.8303536250023171],[0.07885700004408136],,1,0,1,0,0,0,0,0,,,,,61,0,61,0,190.64695970801404,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.63979533303063,190.64695970801404,190.6527414996565,190.64695970801404,190.64695970801404,True,191.38479095802177,191.38479095802177,191.41938554198714,True,192.6303347920184,192.63272554200375,main_2back,Main 2-back,2,0,929519_s_1.25,001,2026-02-05_15h54.57.894,2,1,2,2_back,60,1,62,62,60,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,830.35,0.8304,1,True,hit,1,0,0,0,0,0,0.8833,53,60,1.9937852919683792,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,830.35,1.25,1.25,0.0,0.75,2.0,during_iti,0.0804,['right'],1,None,192.63496670802124,192.637700124993,192.637700124993,192.8703352920129,[0.8303536250023171],[0.07885700004408136],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,,,,,,None,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,main_2back,Main 2-back,,0,,001,2026-02-05_15h54.57.894,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,0.8833,2,60,53,18,2,0,2,5,35,0,0.9,0.125,2.4319,192.8946739170351,192.8982353330357,192.8982353330357,192.90131858335423,196.3303845420014,197.86601941700792,None,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
1,0,1,,,,,,,,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-05_15h54.57.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,None,1,None,,,,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,213.7559014169965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197.9019557920401,197.9056105419877,197.9056105419877,197.91381487501786,200.16860841669066,200.1860192079912,207.66833320865797,208.4136281250394,208.46899716667056,209.2303485420416,209.6526017920114,211.1514939580229,211.91375929198693,211.91837083368253,211.91375929198693,212.75579137500608,right,0.7044664159766398,0.1334545420249924,None,212.7611005420331,212.78050712501863,212.78050712501863,213.74924970802385,None,213.75257816701196,213.7559014169965,213.76374408370273,213.7559014169965,213.7559014169965,True,214.4970069580013,214.50209858303424,214.5304092920269,True,215.73458220803877,215.7372599170194,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,1,1,0,1,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,880,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1.9869857089943253,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,1.25,1.25,0.0,0.75,2.0,no_response,N/A,None,1,None,215.74930816702545,215.7525072080316,215.7525072080316,215.98256025003502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
1,0,1,None,['left'],1,None,[1.4801144999801181],[0.09288979199482128],,2,0,2,0,0,0,0,0,,,,,1,0,1,0,215.98814554204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215.98493879201123,215.98814554204,215.99709295866003,215.98814554204,215.98814554204,True,216.73047395801404,216.73508520802716,216.76379891700344,True,217.96881412499351,217.97176225000294,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,2,2,1,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1480.11,1.4801,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,1.9878935840097256,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,left,1480.11,1.25,1.25,0.0,0.75,2.0,during_iti,0.7301,['left'],1,None,217.98141483298969,217.98545254202327,217.98545254202327,218.2158021670184,[1.4801144999801181],[0.09288979199482128],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
2,0,2,None,['left'],1,None,[1.1494800410000607],[0.09847466700011864],,2,0,2,0,0,0,0,0,,,,,2,0,2,0,218.2211137500126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,218.2181425000308,218.2211137500126,218.23040145868825,218.2211137500126,218.2211137500126,True,218.96373449999373,218.96892033301992,218.9971295419964,True,220.20111466699746,220.2039376249886,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,3,3,2,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,1149.48,1.1495,1,True,correct_rejection,0,0,0,1,0,0,1.0,2,2,1.9870119169936515,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,left,1149.48,1.25,1.25,0.0,0.75,2.0,during_iti,0.3995,['left'],1,None,220.20728066703305,220.21369454200612,220.21369454200612,220.44919629202923,[1.1494800410000607],[0.09847466700011864],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
3,0,3,None,['left'],1,None,[0.8960818749619648],[0.09255837503587827],,2,0,2,0,0,0,0,0,,,,,3,0,3,0,220.45536816702224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,220.45220875000814,220.45536816702224,220.4637608747037,220.45536816702224,220.45536816702224,True,221.1969712920254,221.20180066704052,221.23041687504156,True,222.43539104203228,222.437817041995,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,4,4,3,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,896.08,0.8961,1,True,correct_rejection,0,0,0,1,0,0,1.0,3,3,1.9877945419866592,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,896.08,1.25,1.25,0.0,0.75,2.0,during_iti,0.1461,['left'],1,None,222.4415537500172,222.44695325003704,222.44695325003704,222.68257933302084,[0.8960818749619648],[0.09255837503587827],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
4,0,4,None,['left'],1,None,[1.2140658750431612],[0.10411816695705056],,2,0,2,0,0,0,0,0,,,,,4,0,4,0,222.68890420801472,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,222.68554970802506,222.68890420801472,222.69719058368744,222.68890420801472,222.68890420801472,True,223.4302986250259,223.4353770420421,223.46380000002682,True,224.6684775419999,224.6713997499901,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,5,5,4,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1214.07,1.2141,1,True,correct_rejection,0,0,0,1,0,0,1.0,4,4,1.9876167919719592,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1214.07,1.25,1.25,0.0,0.75,2.0,during_iti,0.4641,['left'],1,None,224.67484883300494,224.68038754200097,224.68038754200097,224.9157805829891,[1.2140658750431612],[0.10411816695705056],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
5,0,5,None,['right'],1,None,[0.8371351670357399],[0.09407374996226281],,2,0,2,0,0,0,0,0,,,,,5,0,5,0,224.92010266700527,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,224.91757979203248,224.92010266700527,224.93040212465374,224.92010266700527,224.92010266700527,True,225.66370783303864,225.66916675004177,225.69703966699308,True,226.90183970803628,226.90475179202622,practice_1back,Practice 1-back,3,0,929519_s_1.25,001,2026-02-05_15h54.57.894,3,1,1,1_back,5,1,6,6,5,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,837.14,0.8371,1,True,hit,1,0,0,0,0,0,1.0,5,5,1.9878012500121258,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,837.14,1.25,1.25,0.0,0.75,2.0,during_iti,0.0871,['right'],1,None,226.90872054203646,226.91335333301686,226.91335333301686,227.14267987501808,[0.8371351670357399],[0.09407374996226281],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,,,,,,None,2,0,2,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,practice_1back,Practice 1-back,,0,,001,2026-02-05_15h54.57.894,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,True,1.0,1,5,5,1,0,0,0,0,4,0,1.0,0.0,4.6527,227.1633270420134,227.16755308303982,227.16755308303982,227.1730265833399,230.5688771250425,232.13331445801305,None,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
2,0,2,,,,,,,,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001,2026-02-05_15h54.57.894,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
0,0,0,None,None,1,None,,,,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,249.6057449170039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232.16811229201267,232.17178979201708,232.17178979201708,232.18045795803192,236.435308749675,235.96373354201205,243.93552458368166,244.68869287503185,244.73583345866453,245.50147675001062,243.91885791701498,247.41856570803793,248.18044020800153,248.18520087469759,248.18044020800153,248.60548841702985,right,0.31619433395098895,0.10574512503808364,None,248.6107067920384,248.63054583303165,248.63054583303165,249.5992371670436,None,249.60263887501787,249.6057449170039,249.61370058369747,249.6057449170039,249.6057449170039,True,250.34703158302,250.35198904201388,250.38049474998843,True,251.58500529202865,251.58776912500616,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,1,1,0,1,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,N/A,880,baseline,None,none,no_response,None,None,N/A,N/A,baseline,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,1.987495207984466,N/A,N/A,N/A,N/A,N/A,N/A,0,none,None,1.25,1.25,0.0,0.75,2.0,no_response,N/A,None,1,None,251.6002819170244,251.60357383301016,251.60357383301016,251.83323425002163,,,,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
1,0,1,None,['left'],1,None,[0.8328047079849057],[0.09492000000318512],,3,0,3,0,0,0,0,0,,,,,1,0,1,0,251.8407172500156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,251.8369212920079,251.8407172500156,251.8473806667064,251.8407172500156,251.8407172500156,True,252.58029762504157,252.58552970801247,252.61877316702157,True,253.81876020802883,253.82135616702726,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,2,2,1,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,832.8,0.8328,1,True,correct_rejection,0,0,0,1,0,0,1.0,1,1,1.987205458979588,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,N/A,N/A,1,left,832.8,1.25,1.25,0.0,0.75,2.0,during_iti,0.0828,['left'],1,None,253.83121191704413,253.83554295799695,253.83554295799695,254.0658514170209,[0.8328047079849057],[0.09492000000318512],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
2,0,2,None,['right'],1,None,[0.6383252499508671],[0.06356045900611207],,3,0,3,0,0,0,0,0,,,,,2,0,2,0,254.0709107920411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.06778016703902,254.0709107920411,254.0804214166749,254.0709107920411,254.0709107920411,True,254.81376591703156,254.81869049998932,254.8471631249995,True,256.05225395801244,256.05507429200225,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,3,3,2,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,638.33,0.6383,1,True,hit,1,0,0,0,0,0,1.0,2,2,1.9880448750336654,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,right,638.33,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,256.05843308300246,256.06367908301763,256.06367908301763,256.2993775419891,[0.6383252499508671],[0.06356045900611207],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
3,0,3,None,['right'],1,None,[0.7141980410087854],[0.0942454999894835],,3,0,3,0,0,0,0,0,,,,,3,0,3,0,256.303805042,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,256.3011243750225,256.303805042,256.31382045866144,256.303805042,256.303805042,True,257.047018125013,257.047018125013,257.0803799999994,True,258.2850520830252,258.2877802500152,main_1back,Main 1-back,4,0,929519_s_1.25,001,2026-02-05_15h54.57.894,4,1,1,1_back,60,1,4,4,3,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,714.2,0.7142,1,True,hit,1,0,0,0,0,0,1.0,3,3,1.9873343750368804,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,714.2,1.25,1.25,0.0,0.75,2.0,during_stimulus,,['right'],1,None,258.2918664999888,258.29650145804044,258.29650145804044,258.53415320802014,[0.7141980410087854],[0.0942454999894835],,,,,,,,,,,,,,,,,,,,,,,,,,,929519_s_1.25,001,2026-02-05_15h54.57.894,n-back,2024.2.4,None,2026-02-05 15h55.11.861402 -0800,
