thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,participant,session,date,expName,psychopyVersion,frameRate,expStart,
15,0,15,None,['left'],1,None,[0.947108542022761],[0.0993576250039041],,5,0,5,0,0,0,0,0,,,,,15,0,15,0,553.4856004580506,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,553.4820160410018,553.4856004580506,553.4944266667046,553.4856004580506,553.4856004580506,True,554.2277603750117,554.2328860410489,554.2611415410065,True,555.9656282500364,555.968407041044,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,16,16,15,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,947.11,0.9471,1,True,correct_rejection,0,0,0,1,0,0,1.0,15,15,2.486961208982393,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,947.11,1.75,1.75,0.0,0.75,2.5,during_iti,0.1971,['left'],1,None,555.9707265830366,555.9777973750024,555.9777973750024,556.2131537499954,[0.947108542022761],[0.0993576250039041],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
16,0,16,None,['left'],1,None,[0.8236727500334382],[0.10667187499348074],,5,0,5,0,0,0,0,0,,,,,16,0,16,0,556.2182832080289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,556.2149701660383,556.2182832080289,556.2278069997012,556.2182832080289,556.2182832080289,True,556.9611957080197,556.9660487500369,556.9945397080155,True,558.6991702910163,558.7018340410432,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,17,17,16,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,823.67,0.8237,1,True,correct_rejection,0,0,0,1,0,0,1.0,16,16,2.4876737910090014,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,823.67,1.75,1.75,0.0,0.75,2.5,during_iti,0.0737,['left'],1,None,558.7043798330124,558.7110997910495,558.7110997910495,558.9466692080023,[0.8236727500334382],[0.10667187499348074],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
17,0,17,None,['left'],1,None,[0.6648077910067514],[0.1022934999782592],,5,0,5,0,0,0,0,0,,,,,17,0,17,0,558.9515586250345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,558.9484588750056,558.9515586250345,558.9611829996613,558.9515586250345,558.9515586250345,True,559.6945031250361,559.6991650830023,559.7276545410277,True,561.4331842910033,561.4359174580313,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,18,18,17,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,664.81,0.6648,1,True,correct_rejection,0,0,0,1,0,0,1.0,17,17,2.4881376669509336,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,664.81,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,561.4382215000223,561.4444532080088,561.4444532080088,561.6796650410397,[0.6648077910067514],[0.1022934999782592],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
18,0,18,None,['left'],1,None,[0.6916365419747308],[0.10017233301186934],,5,0,5,0,0,0,0,0,,,,,18,0,18,0,561.6850008330075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,561.6820660410449,561.6850008330075,561.6943877916822,561.6850008330075,561.6850008330075,True,562.4277895830455,562.4324292910169,562.46120470803,True,564.1651286660344,564.1678914580261,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,19,19,18,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,691.64,0.6916,1,True,correct_rejection,0,0,0,1,0,0,1.0,18,18,2.4871506670024246,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,691.64,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,564.1702460410306,564.1777020830195,564.1777020830195,564.4130504580098,[0.6916365419747308],[0.10017233301186934],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
19,0,19,None,['right'],1,None,[0.550543709017802],[0.12134908296866342],,5,0,5,0,0,0,0,0,,,,,19,0,19,0,564.4178409160231,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,564.414857583004,564.4178409160231,564.4277097077031,564.4178409160231,564.4178409160231,True,565.161167458049,565.161167458049,565.194382791,True,566.8993137500365,566.9021166250459,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,20,20,19,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,550.54,0.5505,1,True,hit,1,0,0,0,0,0,1.0,19,19,2.487905540969223,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,550.54,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,566.9046462910483,566.9111353750341,566.9111353750341,567.1463628330384,[0.550543709017802],[0.12134908296866342],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
20,0,20,None,['left'],1,None,[0.5486229590023868],[0.08736604102887213],,5,0,5,0,0,0,0,0,,,,,20,0,20,0,567.151035708026,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,567.148139625031,567.151035708026,567.1610561666932,567.151035708026,567.151035708026,True,567.8944620830007,567.9000915830256,567.9277635409962,True,569.6321472910349,569.6350354580209,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,21,21,20,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,548.62,0.5486,1,True,correct_rejection,0,0,0,1,0,0,1.0,20,20,2.4874966249917634,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,548.62,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,569.6373871249962,569.6446161660133,569.6446161660133,569.8798868750455,[0.5486229590023868],[0.08736604102887213],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
21,0,21,None,['right'],1,None,[0.6982452499796636],[0.14318079099757597],,5,0,5,0,0,0,0,0,,,,,21,0,21,0,569.8844784999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,569.8816929160384,569.8844784999965,569.8944776246828,569.8844784999965,569.8844784999965,True,570.6278233330231,570.6327052499983,570.6611735000042,True,572.3662792080431,572.368780290999,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,22,22,21,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,698.25,0.6982,1,True,hit,1,0,0,0,0,0,1.0,21,21,2.4880725409602746,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,698.25,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,572.3711282080039,572.3777691250434,572.3777691250434,572.6132838750491,[0.6982452499796636],[0.14318079099757597],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
22,0,22,None,['left'],1,None,[0.6469979169778526],[0.08495200000470504],,5,0,5,0,0,0,0,0,,,,,22,0,22,0,572.618727041001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572.6156105000409,572.618727041001,572.6278742076868,572.618727041001,572.618727041001,True,573.3610432500136,573.3655293330085,573.3944597500376,True,575.0997913750471,575.1021779580042,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,23,23,22,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,647.0,0.647,1,True,correct_rejection,0,0,0,1,0,0,1.0,22,22,2.488164125010371,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,647.0,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,575.1047033750219,575.1110339160077,575.1110339160077,575.3462849160424,[0.6469979169778526],[0.08495200000470504],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
23,0,23,None,['right'],1,None,[0.6817187079577707],[0.12627470900770277],,5,0,5,0,0,0,0,0,,,,,23,0,23,0,575.3514321660041,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,575.3481082910439,575.3514321660041,575.3610373747108,575.3514321660041,575.3514321660041,True,576.0944271250046,576.0992600410245,576.1278117080219,True,577.832950458047,577.8356890000287,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,24,24,23,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,681.72,0.6817,1,True,hit,1,0,0,0,0,0,1.0,23,23,2.4882763339555822,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,681.72,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,577.8380162080284,577.8443787500146,577.8443787500146,578.0799576660502,[0.6817187079577707],[0.12627470900770277],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
24,0,24,None,['left'],1,None,[0.7513284580199979],[0.09663120901677758],,5,0,5,0,0,0,0,0,,,,,24,0,24,0,578.085450500017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578.0819390830002,578.085450500017,578.0944401247,578.085450500017,578.085450500017,True,578.8278620830388,578.8327594580478,578.8611283750506,True,580.5655593750416,580.5684472910361,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,25,25,24,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,751.33,0.7513,1,True,correct_rejection,0,0,0,1,0,0,1.0,24,24,2.4872964580426924,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,751.33,1.75,1.75,0.0,0.75,2.5,during_iti,0.0013,['left'],1,None,580.5707816250506,580.5778500830056,580.5778500830056,580.8132203750429,[0.7513284580199979],[0.09663120901677758],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
25,0,25,None,['left'],1,None,[1.0210676250280812],[0.11244470800738782],,5,0,5,0,0,0,0,0,,,,,25,0,25,0,580.8182217500289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,580.8150444580242,580.8182217500289,580.8277836247037,580.8182217500289,580.8182217500289,True,581.5611521660467,581.5660466250265,581.5944889580132,True,583.2990619160119,583.3020944580203,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,26,26,25,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1021.07,1.0211,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.4876960000256076,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1021.07,1.75,1.75,0.0,0.75,2.5,during_iti,0.2711,['left'],1,None,583.3048232910223,583.3110583749949,583.3110583749949,583.5471596250427,[1.0210676250280812],[0.11244470800738782],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
26,0,26,None,['left'],1,None,[1.001969042001292],[0.0887091250042431],,5,0,5,0,0,0,0,0,,,,,26,0,26,0,583.5532474580104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583.549369208049,583.5532474580104,583.5611532497026,583.5532474580104,583.5532474580104,True,584.2945490830461,584.29935729102,584.3278030410293,True,586.0328959160252,586.0353716250393,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,27,27,26,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,1001.97,1.002,1,True,correct_rejection,0,0,0,1,0,0,1.0,26,26,2.487339499988593,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1001.97,1.75,1.75,0.0,0.75,2.5,during_iti,0.252,['left'],1,None,586.0377021250315,586.04441820801,586.04441820801,586.2799277080339,[1.001969042001292],[0.0887091250042431],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
27,0,27,None,['left'],1,None,[1.0465060829883441],[0.08783141698222607],,5,0,5,0,0,0,0,0,,,,,27,0,27,0,586.2846555410069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586.2817428749986,586.2846555410069,586.2943944166802,586.2846555410069,586.2846555410069,True,587.0277651250362,587.0333865830326,587.0611581660341,True,588.7658200830338,588.7685172909987,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,28,28,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1046.51,1.0465,1,True,correct_rejection,0,0,0,1,0,0,1.0,27,27,2.4875650419853628,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1046.51,1.75,1.75,0.0,0.75,2.5,during_iti,0.2965,['left'],1,None,588.7708378750249,588.7778637910378,588.7778637910378,589.0133849160047,[1.0465060829883441],[0.08783141698222607],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
28,0,28,None,['left'],1,None,[0.7534964590449817],[0.11025504098506644],,5,0,5,0,0,0,0,0,,,,,28,0,28,0,589.0184716660297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0150577910244,589.0184716660297,589.027793291669,589.0184716660297,589.0184716660297,True,589.7610651249997,589.7661437500501,589.7943840410444,True,591.4997698329971,591.5029316660366,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,29,29,28,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,753.5,0.7535,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,2.4883997080032714,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,753.5,1.75,1.75,0.0,0.75,2.5,during_iti,0.0035,['left'],1,None,591.5055770000326,591.5108688750188,591.5108688750188,591.7466479580035,[0.7534964590449817],[0.11025504098506644],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
29,0,29,None,['left'],1,None,[1.017190666985698],[0.1134642080287449],,5,0,5,0,0,0,0,0,,,,,29,0,29,0,591.751975916035,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,591.7483710829983,591.751975916035,591.7611486666758,591.751975916035,591.751975916035,True,592.4943768749945,592.4993816660135,592.5278716250323,True,594.2329956250032,594.2353600829956,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,30,30,29,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,1017.19,1.0172,1,True,correct_rejection,0,0,0,1,0,0,1.0,29,29,2.4879382500075735,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,1017.19,1.75,1.75,0.0,0.75,2.5,during_iti,0.2672,['left'],1,None,594.2376791660208,594.244337916025,594.244337916025,594.4797000000253,[1.017190666985698],[0.1134642080287449],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
30,0,30,None,['right'],1,None,[0.8357877089874819],[0.11175437498604879],,5,0,5,0,0,0,0,0,,,,,30,0,30,0,594.4847715829965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,594.4814492909936,594.4847715829965,594.4943924166766,594.4847715829965,594.4847715829965,True,595.2278269579983,595.2323505830136,595.2612408749992,True,596.965942333045,596.9686374160228,main_1back,Main 1-back,6,0,462892_s_1.75,001,2026-02-05_15h27.32.577,6,1,1,1_back,60,1,31,31,30,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,835.79,0.8358,1,True,hit,1,0,0,0,0,0,1.0,30,30,2.4878715419908985,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,835.79,1.75,1.75,0.0,0.75,2.5,during_iti,0.0858,['right'],1,None,596.9709920000168,596.977747833007,596.977747833007,597.2059479160234,[0.8357877089874819],[0.11175437498604879],,,,,,,,,,,,,,,,,,,,,,,,,,,462892_s_1.75,001,2026-02-05_15h27.32.577,n-back,2024.2.4,None,2026-02-05 15h27.46.593443 -0800,
