thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
27,0,27,None,['left'],1,None,[0.9456997910165228],[None],,,,5,0,5,0,0,0,0,0,,,,,27,0,27,0,708.6062977089896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,708.6030459589674,708.6062977089896,708.6143462086368,708.6062977089896,708.6062977089896,True,709.3477783339913,709.3528523339774,709.3810227089562,True,711.5856425419915,711.5884328749962,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,28,28,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,945.7,0.9457,1,True,correct_rejection,0,0,0,1,0,0,0.963,26,27,2.9873366670217365,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,945.7,2.25,2.25,0.0,0.75,3.0,during_iti,0.1957,['left'],1,None,711.5907237919746,711.597643749963,711.597643749963,711.8332482089754,[0.9456997910165228],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
28,0,28,None,['right'],1,None,[0.689662333985325],[None],,,,5,0,5,0,0,0,0,0,,,,,28,0,28,0,711.8380627089646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,711.83504549996,711.8380627089646,711.8477325416209,711.8380627089646,711.8380627089646,True,712.5810896669864,712.6061664169538,712.6199427089887,True,714.8191771669663,714.821846042003,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,29,29,28,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,689.66,0.6897,1,True,hit,1,0,0,0,0,0,0.9643,27,28,2.9875695410300978,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,689.66,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,714.8242555419565,714.8310377089656,714.8310377089656,715.0664523749729,[0.689662333985325],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
29,0,29,None,['left'],1,None,[0.5880602079560049],[None],,,,5,0,5,0,0,0,0,0,,,,,29,0,29,0,715.0725927089807,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,715.0694552089553,715.0725927089807,715.0810071256749,715.0725927089807,715.0725927089807,True,715.8143799999962,715.819253624999,715.847762041958,True,718.0525212499779,718.0552409589873,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,30,30,29,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,588.06,0.5881,1,True,correct_rejection,0,0,0,1,0,0,0.9655,28,29,2.9877438750118017,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,588.06,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,718.0575991249643,718.0644079999765,718.0644079999765,718.2998047089786,[0.5880602079560049],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
30,0,30,None,['left'],1,None,[0.5884808750124648],[None],,,,5,0,5,0,0,0,0,0,,,,,30,0,30,0,718.3049344589817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,718.3021010420052,718.3049344589817,718.314421875639,718.3049344589817,718.3049344589817,True,719.0478562089847,719.0530752919731,719.081063333957,True,721.2855718749925,721.2883719590027,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,31,31,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,588.48,0.5885,1,True,correct_rejection,0,0,0,1,0,0,0.9667,29,30,2.9874112920369953,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,588.48,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,721.2887888340047,721.2977593339747,721.2977593339747,721.5331480840105,[0.5884808750124648],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
31,0,31,None,['left'],1,None,[0.7700146249844693],[None],,,,5,0,5,0,0,0,0,0,,,,,31,0,31,0,721.5375377089949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,721.5348509169999,721.5375377089949,721.5477714586343,721.5375377089949,721.5375377089949,True,722.2810948339757,722.2860697499709,722.314476916974,True,724.5191289999639,724.5218035419821,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,32,32,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,770.01,0.77,1,True,correct_rejection,0,0,0,1,0,0,0.9677,30,31,2.9876303750206716,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,770.01,2.25,2.25,0.0,0.75,3.0,during_iti,0.02,['left'],1,None,724.5239668749855,724.5310034590075,724.5310034590075,724.7666381250019,[0.7700146249844693],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
32,0,32,None,['left'],1,None,[0.6566091250278987],[None],,,,5,0,5,0,0,0,0,0,,,,,32,0,32,0,724.7714175839792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,724.7681436669664,724.7714175839792,724.78101750062,724.7714175839792,724.7714175839792,True,725.5143244169885,725.5190839999705,725.5476577919908,True,727.7527724169777,727.7555473750108,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,33,33,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,656.61,0.6566,1,True,correct_rejection,0,0,0,1,0,0,0.9688,31,32,2.9880204159999266,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,656.61,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,727.7577804999892,727.7643426669529,727.7643426669529,727.9999619589653,[0.6566091250278987],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
33,0,33,None,['left'],1,None,[0.7176829579984769],[None],,,,5,0,5,0,0,0,0,0,,,,,33,0,33,0,728.0064325419953,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,728.0030749589787,728.0064325419953,728.0144130836745,728.0064325419953,728.0064325419953,True,728.7476744169835,728.7476744169835,728.7810953339795,True,730.9857892919681,730.988564041967,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,34,34,33,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,717.68,0.7177,1,True,correct_rejection,0,0,0,1,0,0,0.9697,32,33,2.987606333976146,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,717.68,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,730.9908395420061,730.9976712089847,730.9976712089847,731.2331565420027,[0.7176829579984769],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
34,0,34,None,['left'],1,None,[0.6654013329534791],[None],,,,5,0,5,0,0,0,0,0,,,,,34,0,34,0,731.2383591670077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,731.2354247919866,731.2383591670077,731.2477537086272,731.2383591670077,731.2383591670077,True,731.9810421669972,731.9864016670035,732.0143966249889,True,734.2195291249664,734.2223445419804,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,35,35,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,665.4,0.6654,1,True,correct_rejection,0,0,0,1,0,0,0.9706,33,34,2.9880177919985726,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,665.4,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,734.2246003749897,734.2310815000092,734.2310815000092,734.4667614169884,[0.6654013329534791],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
35,0,35,None,['left'],1,None,[0.8794904579990543],[None],,,,5,0,5,0,0,0,0,0,,,,,35,0,35,0,734.471519291983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,734.4684127919609,734.471519291983,734.4810315006218,734.471519291983,734.471519291983,True,735.2143064590055,735.2193220839836,735.2477139999974,True,737.4528951669927,737.4557552500046,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,36,36,35,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,879.49,0.8795,1,True,correct_rejection,0,0,0,1,0,0,0.9714,34,35,2.9878024590434507,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,879.49,2.25,2.25,0.0,0.75,3.0,during_iti,0.1295,['left'],1,None,737.458220208995,737.4643070419552,737.4643070419552,737.6998679589597,[0.8794904579990543],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
36,0,36,None,['left'],1,None,[0.8582107920083217],[None],,,,5,0,5,0,0,0,0,0,,,,,36,0,36,0,737.7045577919926,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,737.7016393339727,737.7045577919926,737.7143873336647,737.7045577919926,737.7045577919926,True,738.4478722919594,738.4536440419615,738.481010458956,True,740.6857711249613,740.6884613749571,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,37,37,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,858.21,0.8582,1,True,correct_rejection,0,0,0,1,0,0,0.9722,35,36,2.987580125045497,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,858.21,2.25,2.25,0.0,0.75,3.0,during_iti,0.1082,['left'],1,None,740.6907780839829,740.6977277499973,740.6977277499973,740.9341816249653,[0.8582107920083217],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
37,0,37,None,['left'],1,None,[0.8848063329933211],[None],,,,5,0,5,0,0,0,0,0,,,,,37,0,37,0,740.9407451250008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,740.9369634999894,740.9407451250008,740.9480767506213,740.9407451250008,740.9407451250008,True,741.6810774999904,741.6862470839988,741.7143479589722,True,743.9190341249923,743.9220289589721,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,38,38,37,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,884.81,0.8848,1,True,correct_rejection,0,0,0,1,0,0,0.973,36,37,2.986530958034564,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,884.81,2.25,2.25,0.0,0.75,3.0,during_iti,0.1348,['left'],1,None,743.9243108750088,743.9309957919759,743.9309957919759,744.1664354589884,[0.8848063329933211],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
38,0,38,None,['left'],1,None,[0.9140753339743242],[None],,,,5,0,5,0,0,0,0,0,,,,,38,0,38,0,744.171041124966,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,744.1681969999918,744.171041124966,744.1810162916702,744.171041124966,744.171041124966,True,744.9143790419912,744.9190643339534,744.9477122499957,True,747.1524749589735,747.1553717919742,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,39,39,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,914.08,0.9141,1,True,correct_rejection,0,0,0,1,0,0,0.9737,37,38,2.987728458014317,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,914.08,2.25,2.25,0.0,0.75,3.0,during_iti,0.1641,['left'],1,None,747.1578585839598,747.1643412499689,747.1643412499689,747.3999979170039,[0.9140753339743242],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
39,0,39,None,['left'],1,None,[0.7809749170555733],[None],,,,5,0,5,0,0,0,0,0,,,,,39,0,39,0,747.4053324999986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,747.4021208749618,747.4053324999986,747.4144472086375,747.4053324999986,747.4053324999986,True,748.1477821249864,748.152718791971,748.1811033340055,True,750.3858659999678,750.3888174589956,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,40,40,39,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,780.97,0.781,1,True,correct_rejection,0,0,0,1,0,0,0.9744,38,39,2.9876059590023942,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,780.97,2.25,2.25,0.0,0.75,3.0,during_iti,0.031,['left'],1,None,750.3911174999666,750.3977472090046,750.3977472090046,750.6331399999908,[0.7809749170555733],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
40,0,40,None,['left'],1,None,[0.9720552089856938],[None],,,,5,0,5,0,0,0,0,0,,,,,40,0,40,0,750.6392409589607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,750.6361199590028,750.6392409589607,750.6476947086669,750.6392409589607,750.6392409589607,True,751.381093791977,751.3854235420004,751.4145004999591,True,753.6191800839733,753.6218124169973,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,41,41,40,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,972.06,0.9721,1,True,correct_rejection,0,0,0,1,0,0,0.975,39,40,2.9876995419617742,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,972.06,2.25,2.25,0.0,0.75,3.0,during_iti,0.2221,['left'],1,None,753.6241011669626,753.6309619589592,753.6309619589592,753.8664276250056,[0.9720552089856938],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
41,0,41,None,['left'],1,None,[0.8343849999946542],[None],,,,5,0,5,0,0,0,0,0,,,,,41,0,41,0,753.8726549589774,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,753.8694564589532,753.8726549589774,753.8810617506426,753.8726549589774,753.8726549589774,True,754.6143376670079,754.6195057919831,754.6477461250033,True,756.8524283749866,756.8552560840035,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,42,42,41,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,834.38,0.8344,1,True,correct_rejection,0,0,0,1,0,0,0.9756,40,41,2.987711458990816,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,834.38,2.25,2.25,0.0,0.75,3.0,during_iti,0.0844,['left'],1,None,756.8577432499733,756.8642882090062,756.8642882090062,757.0999472920084,[0.8343849999946542],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
42,0,42,None,['left'],1,None,[0.8298940829699859],[None],,,,5,0,5,0,0,0,0,0,,,,,42,0,42,0,757.1046512500034,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,757.1017262919922,757.1046512500034,757.1144633336264,757.1046512500034,757.1046512500034,True,757.8477824589936,757.8525976249948,757.8810069590108,True,760.0859802499763,760.0889358749846,main_1back,Main 1-back,6,0,008506_s_2.25,001,2026-02-05_15h40.20.526,6,1,1,1_back,60,1,43,43,42,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,829.89,0.8299,1,True,correct_rejection,0,0,0,1,0,0,0.9762,41,42,2.9877057499834336,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,829.89,2.25,2.25,0.0,0.75,3.0,during_iti,0.0799,['left'],1,None,760.0911262090085,760.0976623339811,760.0976623339811,760.3331316249678,[0.8298940829699859],[None],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
