thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,press_to_continue_prompt.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
25,0,25,None,['left'],1,None,[0.831677625013981],[0.10870412498479709],,,,1,0,1,0,0,0,0,0,,,,,25,0,25,0,143.62054341699695,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.61813462496502,143.62054341699695,143.63082654163398,143.62054341699695,143.62054341699695,True,144.3641399589833,144.36928008397808,144.39739179197932,True,146.60130774998106,146.60369983396959,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,26,26,24,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,831.68,0.8317,1,True,correct_rejection,0,0,0,1,0,0,1.0,24,24,2.9867034170310944,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,831.68,2.25,2.25,0.0,0.75,3.0,during_iti,0.0817,['left'],1,None,146.60574604198337,146.61415783397388,146.61415783397388,146.84938379196683,[0.831677625013981],[0.10870412498479709],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
26,0,26,None,['right'],1,None,[0.5986177090089768],[0.13500999996904284],,,,1,0,1,0,0,0,0,0,,,,,26,0,26,0,146.85315899999114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146.85074170900043,146.85315899999114,146.86411720863933,146.85315899999114,146.85315899999114,True,147.5975164169795,147.5975164169795,147.6308830420021,True,149.83561191696208,149.83830758399563,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,27,27,25,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,598.62,0.5986,1,True,hit,1,0,0,0,0,0,1.0,25,25,2.9879522080300376,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,598.62,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,149.84050741698593,149.84748795896303,149.84748795896303,150.0830203339574,[0.5986177090089768],[0.13500999996904284],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
27,0,27,None,['left'],0,None,[0.9156104999710806],[0.1333461250178516],,,,1,0,1,0,0,0,0,0,,,,,27,0,27,0,150.08683104196098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.08439204195747,150.08683104196098,150.09750012564862,150.08683104196098,150.08683104196098,True,150.83077591698384,150.8352835419937,150.86417520896066,True,153.06941637495765,153.07193383399863,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,28,28,26,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,left,non_target_response,915.61,0.9156,0,False,incorrect_rejection,0,1,0,0,0,0,0.9615,25,26,2.988020874967333,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,915.61,2.25,2.25,0.0,0.75,3.0,during_iti,0.1656,['left'],0,None,153.07663820899324,153.08061762497528,153.08061762497528,153.31631208397448,[0.9156104999710806],[0.1333461250178516],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
28,0,28,None,['right'],1,None,[1.5705465420032851],[0.14402445795712993],,,,1,0,1,0,0,0,0,0,,,,,28,0,28,0,153.32030541700078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.31765712500783,153.32030541700078,153.33083970862597,153.32030541700078,153.32030541700078,True,154.06420195900137,154.06420195900137,154.09752258396475,True,156.30243629199686,156.30550795898307,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,29,29,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,1570.55,1.5705,1,True,hit,1,0,0,0,0,0,0.963,26,27,2.9879427079577,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1570.55,2.25,2.25,0.0,0.75,3.0,during_iti,0.8205,['right'],1,None,156.30892208399018,156.31444566696882,156.31444566696882,156.5500810839585,[1.5705465420032851],[0.14402445795712993],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
29,0,29,None,['right'],1,None,[1.0370241669588722],[0.12686641601612791],,,,1,0,1,0,0,0,0,0,,,,,29,0,29,0,156.55527045897907,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.55194879201008,156.55527045897907,156.56460858363815,156.55527045897907,156.55527045897907,True,157.2979816669831,157.3030096250004,157.3312757500098,True,159.53582208399894,159.53873304196168,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,30,30,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,1037.02,1.037,1,True,hit,1,0,0,0,0,0,0.9643,27,28,2.987635249970481,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1037.02,2.25,2.25,0.0,0.75,3.0,during_iti,0.287,['right'],1,None,159.54104049998568,159.54788312496385,159.54788312496385,159.78331354196416,[1.0370241669588722],[0.12686641601612791],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
30,0,30,None,['right'],1,None,[1.0503508750116453],[0.11559445800958201],,,,1,0,1,0,0,0,0,0,,,,,30,0,30,0,159.7883664999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.78527708398178,159.7883664999972,159.79785716662107,159.7883664999972,159.7883664999972,True,160.5311912089819,160.53603716701036,160.5645534590003,True,162.7698975839885,162.77266966697061,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,31,31,29,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,1050.35,1.0504,1,True,hit,1,0,0,0,0,0,0.9655,28,29,2.9882152909995057,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,1050.35,2.25,2.25,0.0,0.75,3.0,during_iti,0.3004,['right'],1,None,162.77481808396988,162.7811629169737,162.7811629169737,163.01671766699292,[1.0503508750116453],[0.11559445800958201],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
31,0,31,None,['left'],1,None,[0.7800777499796823],[0.1334562079864554],,,,1,0,1,0,0,0,0,0,,,,,31,0,31,0,163.02240304200677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.01896920899162,163.02240304200677,163.03123520862235,163.02240304200677,163.02240304200677,True,163.76463574997615,163.76960424997378,163.79783466696972,True,166.00292716699187,166.0058547089575,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,32,32,30,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,780.08,0.7801,1,True,correct_rejection,0,0,0,1,0,0,0.9667,29,30,2.987957833975088,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,780.08,2.25,2.25,0.0,0.75,3.0,during_iti,0.0301,['left'],1,None,166.0080608339631,166.0144692090107,166.0144692090107,166.24974420899525,[0.7800777499796823],[0.1334562079864554],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
32,0,32,None,['right'],1,None,[0.7899423329508863],[0.09965654200641438],,,,1,0,1,0,0,0,0,0,,,,,32,0,32,0,166.2543920839671,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,166.2515349590103,166.2543920839671,166.26444229163852,166.2543920839671,166.2543920839671,True,166.99785108398646,167.0027838340029,167.0312454169616,True,169.23635520896642,169.23904441698687,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,33,33,31,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,789.94,0.7899,1,True,hit,1,0,0,0,0,0,0.9677,30,31,2.988275333016645,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,789.94,2.25,2.25,0.0,0.75,3.0,during_iti,0.0399,['right'],1,None,169.24126041698037,169.2478098339634,169.2478098339634,169.4832554999739,[0.7899423329508863],[0.09965654200641438],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
33,0,33,None,['right'],1,None,[0.8497210419736803],[0.13619650003965944],,,,1,0,1,0,0,0,0,0,,,,,33,0,33,0,169.48857037496055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,169.4852872499614,169.48857037496055,169.4978024586492,169.48857037496055,169.48857037496055,True,170.23126408399548,170.2354243749869,170.26453441695776,True,172.468771041953,172.47160329198232,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,34,34,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,849.72,0.8497,1,True,hit,1,0,0,0,0,0,0.9688,31,32,2.9872326250188053,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,849.72,2.25,2.25,0.0,0.75,3.0,during_iti,0.0997,['right'],1,None,172.4741335840081,172.48120020900387,172.48120020900387,172.7165656669531,[0.8497210419736803],[0.13619650003965944],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
34,0,34,None,['right'],1,None,[0.7809739169897512],[0.10322987497784197],,,,1,0,1,0,0,0,0,0,,,,,34,0,34,0,172.72124908398837,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.71840749995317,172.72124908398837,172.7311573336522,172.72124908398837,172.72124908398837,True,173.46463095897343,173.47017333400436,173.49800333398161,True,175.70215429196833,175.70491087500704,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,35,35,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,780.97,0.781,1,True,hit,1,0,0,0,0,0,0.9697,32,33,2.987201082985848,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,780.97,2.25,2.25,0.0,0.75,3.0,during_iti,0.031,['right'],1,None,175.7072055839817,175.71447941695806,175.71447941695806,175.95027187495725,[0.7809739169897512],[0.10322987497784197],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
35,0,35,None,['left'],1,None,[0.7653663749806583],[0.1372162500047125],,,,1,0,1,0,0,0,0,0,,,,,35,0,35,0,175.95565016695764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.95227820897708,175.95565016695764,175.9645270416552,175.95565016695764,175.95565016695764,True,176.6978012920008,176.70284470898332,176.73116587498225,True,178.93576633400517,178.9385026670061,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,36,36,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,765.37,0.7654,1,True,correct_rejection,0,0,0,1,0,0,0.9706,33,34,2.9871472909580916,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,765.37,2.25,2.25,0.0,0.75,3.0,during_iti,0.0154,['left'],1,None,178.94090087496443,178.9478288340033,178.9478288340033,179.18318770895712,[0.7653663749806583],[0.1372162500047125],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
36,0,36,None,['right'],1,None,[0.599925207963679],[0.1414571669884026],,,,1,0,1,0,0,0,0,0,,,,,36,0,36,0,179.18794483400416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179.18491266696947,179.18794483400416,179.1978367086306,179.18794483400416,179.18794483400416,True,179.93120633397484,179.93647041695658,179.96466925001005,True,182.16962241695728,182.1721717499895,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,37,37,35,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,599.93,0.5999,1,True,hit,1,0,0,0,0,0,0.9714,34,35,2.988065582991112,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,599.93,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,182.1745940420078,182.1811641670065,182.1811641670065,182.41700866696192,[0.599925207963679],[0.1414571669884026],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
37,0,37,None,['right'],1,None,[0.7473338750423864],[0.0691262919572182],,,,1,0,1,0,0,0,0,0,,,,,37,0,37,0,182.42279612499988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.4188190419809,182.42279612499988,182.43111433362745,182.42279612499988,182.42279612499988,True,183.1645437499974,183.16946075001033,183.19785095896805,True,185.40246962499805,185.40521437500138,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,38,38,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,747.33,0.7473,1,True,hit,1,0,0,0,0,0,0.9722,35,36,2.9870884160045534,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,747.33,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,185.4075206249836,185.4143497920013,185.4143497920013,185.6497775419848,[0.7473338750423864],[0.0691262919572182],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
38,0,38,None,['right'],1,None,[0.7309920420520939],[0.13324879098217934],,,,1,0,1,0,0,0,0,0,,,,,38,0,38,0,185.65460287500173,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,185.6515642919694,185.65460287500173,185.66441695864003,185.65460287500173,185.65460287500173,True,186.3979140839656,186.4024649169878,186.4312333340058,True,188.63625191699248,188.63871462497627,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,39,39,37,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,730.99,0.731,1,True,hit,1,0,0,0,0,0,0.973,36,37,2.9881054169964045,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,730.99,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['right'],1,None,188.64097233396024,188.64783754199743,188.64783754199743,188.88322970899753,[0.7309920420520939],[0.13324879098217934],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
39,0,39,None,['left'],1,None,[0.7143189999624155],[0.16490820900071412],,,,1,0,1,0,0,0,0,0,,,,,39,0,39,0,188.88928487495286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,188.8862372089643,188.88928487495286,188.89783720864605,188.88928487495286,188.88928487495286,True,189.63111845898675,189.63556041696575,189.6645732089528,True,191.86971320898738,191.8723384999903,main_2back,Main 2-back,2,0,008506_s_2.25,001,2026-02-05_15h40.20.526,2,1,2,2_back,60,1,40,40,38,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,714.32,0.7143,1,True,correct_rejection,0,0,0,1,0,0,0.9737,37,38,2.9881138750351965,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,714.32,2.25,2.25,0.0,0.75,3.0,during_stimulus,,['left'],1,None,191.87489329196978,191.88117191696074,191.88117191696074,192.11668945895508,[0.7143189999624155],[0.16490820900071412],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,008506_s_2.25,001,2026-02-05_15h40.20.526,n-back,2024.2.4,None,2026-02-05 15h40.40.230128 -0800,
