thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,force_end_of_routine_if_pressed_2.rt,force_end_of_routine_if_pressed_2.duration,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,block.force_end_of_routine_if_pressed_2.rt,block.force_end_of_routine_if_pressed_2.duration,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
2,0,2,None,['right'],1,[0.4638994170236401],[0.1369710830040276],None,,,,1,0,1,0,0,0,0,0,,,,,2,0,2,0,61.63845066702925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.63542891701218,61.63845066702925,61.647059624669296,61.63845066702925,61.63845066702925,True,62.380315333022736,62.38561795797432,62.41373370797373,True,64.61862000002293,64.62120237498311,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,3,3,3,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,463.9,0.4639,1,True,hit,1,0,0,0,0,0,1.0,3,3,2.987812291015871,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,N/A,N/A,1,right,463.9,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4638994170236401],[0.1369710830040276],None,64.62356387497857,64.63036250002915,64.63036250002915,64.86576891702134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
3,0,3,None,['left'],1,[0.5801601249841042],[0.16649999999208376],None,,,,1,0,1,0,0,0,0,0,,,,,3,0,3,0,64.87186191702494,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.86878041701857,64.87186191702494,64.88036120869607,64.87186191702494,64.87186191702494,True,65.61367241700646,65.61858904198743,65.64708491700003,True,67.85305262502516,67.85601049999241,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,4,4,4,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,580.16,0.5802,1,True,correct_rejection,0,0,0,1,0,0,1.0,4,4,2.9891645830357447,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,580.16,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.5801601249841042],[0.16649999999208376],None,67.85838087502634,67.86319720797474,67.86319720797474,68.09914075001143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
4,0,4,None,['left'],1,[0.6320236250176094],[0.13694091700017452],None,,,,1,0,1,0,0,0,0,0,,,,,4,0,4,0,68.10397275001742,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.10101079201559,68.10397275001742,68.113769416643,68.10397275001742,68.10397275001742,True,68.8471317079966,68.8471317079966,68.88060366699938,True,71.08549404202495,71.08848562499043,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,5,5,5,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,632.02,0.632,1,True,correct_rejection,0,0,0,1,0,0,1.0,5,5,2.988172332989052,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,632.02,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.6320236250176094],[0.13694091700017452],None,71.09106879198225,71.09697958297329,71.09697958297329,71.3324227919802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
5,0,5,None,['left'],1,[0.3643290419713594],[0.13741562503855675],None,,,,1,0,1,0,0,0,0,0,,,,,5,0,5,0,71.33780391700566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71.33458033303032,71.33780391700566,71.3470660416681,71.33780391700566,71.33780391700566,True,72.08048145798966,72.0850308330264,72.11366333300248,True,74.31908037501853,74.32147075003013,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,6,6,6,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,364.33,0.3643,1,True,correct_rejection,0,0,0,1,0,0,1.0,6,6,2.9883024169830605,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,364.33,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.3643290419713594],[0.13741562503855675],None,74.32378249999601,74.33039145800285,74.33039145800285,74.56623704201775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
6,0,6,None,['left'],1,[0.39524354197783396],[0.10348508303286508],None,,,,1,0,1,0,0,0,0,0,,,,,6,0,6,0,74.57122458302183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.56793262501014,74.57122458302183,74.58040933369581,74.57122458302183,74.57122458302183,True,75.31368204200407,75.31903137499467,75.3471445000032,True,77.55221333302325,77.55473641701974,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,7,7,7,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,395.24,0.3952,1,True,correct_rejection,0,0,0,1,0,0,1.0,7,7,2.9876427080016583,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,395.24,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.39524354197783396],[0.10348508303286508],None,77.55829862499377,77.56361599999946,77.56361599999946,77.79907566698967,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
7,0,7,None,['left'],1,[0.35472291597398],[0.1804834590293467],None,,,,1,0,1,0,0,0,0,0,,,,,7,0,7,0,77.80520300002536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.8021539170295,77.80520300002536,77.8137197496874,77.80520300002536,77.80520300002536,True,78.5470643750159,78.55208129202947,78.58032533299411,True,80.78439204202732,80.78708824998466,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,8,8,8,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,354.72,0.3547,1,True,correct_rejection,0,0,0,1,0,0,1.0,8,8,2.987169249972794,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,354.72,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.35472291597398],[0.1804834590293467],None,80.78948004200356,80.79698158300016,80.79698158300016,81.03250870801276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
8,0,8,None,['right'],1,[0.4477417910238728],[0.15868049999698997],None,,,,1,0,1,0,0,0,0,0,,,,,8,0,8,0,81.03762883302988,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0347910419805,81.03762883302988,81.04709854169438,81.03762883302988,81.03762883302988,True,81.78033525001956,81.78554737498052,81.81370145798428,True,84.01917425001739,84.02178004197776,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,9,9,9,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,447.74,0.4477,1,True,hit,1,0,0,0,0,0,1.0,9,9,2.9883965420303866,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,447.74,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4477417910238728],[0.15868049999698997],None,84.02407966699684,84.02978679200169,84.02978679200169,84.265765750024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
9,0,9,None,['right'],1,[0.3726330419885926],[0.11290304100839421],None,,,,1,0,1,0,0,0,0,0,,,,,9,0,9,0,84.27028854202945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84.26754766702652,84.27028854202945,84.28042995866078,84.27028854202945,84.27028854202945,True,85.01371450000443,85.01848999998765,85.04710679198615,True,87.25177591701504,87.2545422919793,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,10,10,10,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,372.63,0.3726,1,True,hit,1,0,0,0,0,0,1.0,10,10,2.9876290000393055,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,372.63,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.3726330419885926],[0.11290304100839421],None,87.25694791699061,87.26369787502335,87.26369787502335,87.49910424998961,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
10,0,10,None,['left'],1,[0.39381408295594156],[0.16675645904615521],None,,,,1,0,1,0,0,0,0,0,,,,,10,0,10,0,87.5053684170125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.50211112498073,87.5053684170125,87.51375695865524,87.5053684170125,87.5053684170125,True,88.24709758302197,88.25200362497708,88.28037204197608,True,90.48566612502327,90.4880428329925,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,11,11,11,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,393.81,0.3938,1,True,correct_rejection,0,0,0,1,0,0,1.0,11,11,2.9881579580251127,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,393.81,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.39381408295594156],[0.16675645904615521],None,90.49060754198581,90.49694375001127,90.49694375001127,90.73249012499582,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
11,0,11,None,['right'],1,[0.43410174996824935],[0.15372220805147663],None,,,,1,0,1,0,0,0,0,0,,,,,11,0,11,0,90.7374117919826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.7344990419806,90.7374117919826,90.74709783366804,90.7374117919826,90.7374117919826,True,91.48031579202507,91.48483733297326,91.51366441702703,True,93.71809766697697,93.72103429201525,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,12,12,12,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,434.1,0.4341,1,True,hit,1,0,0,0,0,0,1.0,12,12,2.9873588329646736,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,434.1,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.43410174996824935],[0.15372220805147663],None,93.7233839170076,93.73037191701587,93.73037191701587,93.9658481249935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
12,0,12,None,['left'],1,[0.4858426669961773],[0.15176545799477026],None,,,,1,0,1,0,0,0,0,0,,,,,12,0,12,0,93.97058158298023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93.96771054202691,93.97058158298023,93.98048041668177,93.97058158298023,93.97058158298023,True,94.71366895799292,94.71861708298093,94.74713387497468,True,96.9518144170288,96.95458795799641,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,13,13,13,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,485.84,0.4858,1,True,correct_rejection,0,0,0,1,0,0,1.0,13,13,2.9877007080358453,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,485.84,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4858426669961773],[0.15176545799477026],None,96.95695629197871,96.96383108297596,96.96383108297596,97.19923641701462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
13,0,13,None,['left'],1,[0.4712984579964541],[0.11645295901689678],None,,,,1,0,1,0,0,0,0,0,,,,,13,0,13,0,97.2045344170183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.20158262498444,97.2045344170183,97.2137867916647,97.2045344170183,97.2045344170183,True,97.94704608299071,97.95136591698974,97.98038904200075,True,100.18504462501733,100.18776654201793,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,14,14,14,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,471.3,0.4713,1,True,correct_rejection,0,0,0,1,0,0,1.0,14,14,2.9874472079682164,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,471.3,2.25,2.25,0.0,0.75,3.0,during_stimulus,['left'],1,[0.4712984579964541],[0.11645295901689678],None,100.19026175001636,100.19712016702397,100.19712016702397,100.43258370802505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
14,0,14,None,['right'],1,[0.5535693750134669],[0.10063345800153911],None,,,,1,0,1,0,0,0,0,0,,,,,14,0,14,0,100.43761845800327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.43454837502213,100.43761845800327,100.44697037467655,100.43761845800327,100.43761845800327,True,101.18030316702789,101.18479870801093,101.21368645800976,True,103.41857849998632,103.42143991700141,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,15,15,15,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,553.57,0.5536,1,True,hit,1,0,0,0,0,0,1.0,15,15,2.987696625001263,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,553.57,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.5535693750134669],[0.10063345800153911],None,103.4237200000207,103.43043554201722,103.43043554201722,103.66576741699828,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
15,0,15,None,['right'],1,[0.4709285420249216],[0.1361765000037849],None,,,,1,0,1,0,0,0,0,0,,,,,15,0,15,0,103.67077308299486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103.66764045797754,103.67077308299486,103.68038270867352,103.67077308299486,103.67077308299486,True,104.41400737501681,104.41909237502841,104.44705779198557,True,106.65160287497565,106.65444983297493,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,16,16,16,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,470.93,0.4709,1,True,hit,1,0,0,0,0,0,1.0,16,16,2.987479583011009,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,470.93,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.4709285420249216],[0.1361765000037849],None,106.65674937498989,106.6636912500253,106.6636912500253,106.89914062502794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
16,0,16,None,['right'],1,[0.44141091604251415],[0.12286474998109043],None,,,,1,0,1,0,0,0,0,0,,,,,16,0,16,0,106.90407891699579,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106.90096612501657,106.90407891699579,106.91379358369547,106.90407891699579,106.90407891699579,True,107.64720916701481,107.65189062501304,107.68049062497448,True,109.8851063749753,109.8878174169804,main_0back,Main 0-back,2,0,935772_jt_2.25,001,2026-02-04_15h24.14.988,2,1,0,0_back,60,1,17,17,17,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,441.41,0.4414,1,True,hit,1,0,0,0,0,0,1.0,17,17,2.9876318749738857,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,441.41,2.25,2.25,0.0,0.75,3.0,during_stimulus,['right'],1,[0.44141091604251415],[0.12286474998109043],None,109.89027741702739,109.89700391702354,109.89700391702354,110.13255395798478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,935772_jt_2.25,001,2026-02-04_15h24.14.988,n-back,2024.2.4,None,2026-02-04 15h24.29.205848 -0800,
