thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
20,0,20,None,['left'],1,None,[0.352092916960828],[0.11951691703870893],,3,0,3,0,0,0,0,0,,,,,20,0,20,0,335.4589536249987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.4557652499643,335.4589536249987,335.46860620764005,335.4589536249987,335.4589536249987,True,336.20194479095517,336.2071340829716,336.2353204579558,True,337.9400475829607,337.9425995830097,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,21,21,21,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,352.09,0.3521,1,True,correct_rejection,0,0,0,1,0,0,1.0,21,21,2.487650167022366,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,352.09,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,337.94487874995684,337.95190524996724,337.95190524996724,338.18740341597004,[0.352092916960828],[0.11951691703870893],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
21,0,21,None,['right'],1,None,[0.5482092910096981],[0.16501604195218533],,3,0,3,0,0,0,0,0,,,,,21,0,21,0,338.1928445829544,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,338.1897497079917,338.1928445829544,338.20198724966417,338.1928445829544,338.1928445829544,True,338.9352513329941,338.9400964159868,338.96859050000785,True,340.6732760409941,340.67608379095327,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,22,22,22,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,548.21,0.5482,1,True,hit,1,0,0,0,0,0,1.0,22,22,2.4877263749949634,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,548.21,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,340.6783459580038,340.68524904100923,340.68524904100923,340.9207177499775,[0.5482092910096981],[0.16501604195218533],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
22,0,22,None,['left'],1,None,[0.5462860830011778],[0.11648754199268296],,3,0,3,0,0,0,0,0,,,,,22,0,22,0,340.92688662500586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.9237176659517,340.92688662500586,340.935325582632,340.92688662500586,340.92688662500586,True,341.6686821249896,341.6734917910071,341.70197462500073,True,343.4069057079614,343.40940141596366,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,23,23,23,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,546.29,0.5463,1,True,correct_rejection,0,0,0,1,0,0,1.0,23,23,2.4877962910104543,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,546.29,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,343.4116780409822,343.41858262498863,343.41858262498863,343.6539421659545,[0.5462860830011778],[0.11648754199268296],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
23,0,23,None,['right'],1,None,[0.568858916987665],[0.13684374996228144],,3,0,3,0,0,0,0,0,,,,,23,0,23,0,343.65867899998557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,343.6557817499852,343.65867899998557,343.6685984996186,343.65867899998557,343.65867899998557,True,344.40187812497607,344.40671279100934,344.4353147079819,True,346.1397752909688,346.1426862909575,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,24,24,24,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,568.86,0.5689,1,True,hit,1,0,0,0,0,0,1.0,24,24,2.487520458002109,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,568.86,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,346.1449929579976,346.1519341659732,346.1519341659732,346.3879246249562,[0.568858916987665],[0.13684374996228144],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
24,0,24,None,['left'],1,None,[0.5011710000107996],[0.11182854196522385],,3,0,3,0,0,0,0,0,,,,,24,0,24,0,346.39403270796174,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.3904789160006,346.39403270796174,346.4019981246713,346.39403270796174,346.39403270796174,True,347.1353969159536,347.1404257079703,347.1687294159783,True,348.8732172079617,348.87586983299116,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,25,25,25,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,501.17,0.5012,1,True,correct_rejection,0,0,0,1,0,0,1.0,25,25,2.486878500028979,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,501.17,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,348.87833783298265,348.8852851659758,348.8852851659758,349.12060074997135,[0.5011710000107996],[0.11182854196522385],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
25,0,25,None,['left'],1,None,[0.46474054094869643],[0.1166459170053713],,3,0,3,0,0,0,0,0,,,,,25,0,25,0,349.1257845409564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.1227992500062,349.1257845409564,349.1352768746476,349.1257845409564,349.1257845409564,True,349.8686842499883,349.8735584159731,349.901950999978,True,351.60640262498055,351.60865979100345,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,26,26,26,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,464.74,0.4647,1,True,correct_rejection,0,0,0,1,0,0,1.0,26,26,2.487524874974042,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,464.74,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,351.61096550000366,351.61856954096584,351.61856954096584,351.8542711659684,[0.46474054094869643],[0.1166459170053713],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
26,0,26,None,['left'],1,None,[0.3973676669993438],[0.11428558302577585],,3,0,3,0,0,0,0,0,,,,,26,0,26,0,351.8601855409797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.85712574998615,351.8601855409797,351.86860137462304,351.8601855409797,351.8601855409797,True,352.60195641597966,352.8262067909818,352.83091845799936,True,354.3392533749575,354.34193954098737,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,27,27,27,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,397.37,0.3974,1,True,correct_rejection,0,0,0,1,0,0,1.0,27,27,2.4866318329586647,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,397.37,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,354.3442842909717,354.351936416002,354.351936416002,354.5876202079817,[0.3973676669993438],[0.11428558302577585],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
27,0,27,None,['left'],1,None,[0.3855725000030361],[0.12905587500426918],,3,0,3,0,0,0,0,0,,,,,27,0,27,0,354.5940129579976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,354.590597375005,354.5940129579976,354.6020322916486,354.5940129579976,354.5940129579976,True,355.3353172909701,355.3405886249966,355.3686148749548,True,357.0733041249914,357.07595970795956,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,28,28,28,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,385.57,0.3856,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,2.4873236659914255,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,385.57,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,357.07870650000405,357.0852722499985,357.0852722499985,357.3207653329591,[0.3855725000030361],[0.12905587500426918],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
28,0,28,None,['right'],1,None,[0.3640849170042202],[0.1499313329695724],,3,0,3,0,0,0,0,0,,,,,28,0,28,0,357.32664745795773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,357.32352745800745,357.32664745795773,357.33524199965564,357.32664745795773,357.32664745795773,True,358.06865745800314,358.0728300829651,358.1019097499666,True,359.80698979098815,359.80948187498143,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,29,29,29,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,364.08,0.3641,1,True,hit,1,0,0,0,0,0,1.0,29,29,2.487830708967522,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,364.08,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,359.8117950409651,359.8186807499733,359.8186807499733,360.05400124995504,[0.3640849170042202],[0.1499313329695724],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
29,0,29,None,['right'],1,None,[0.4568731249892153],[0.14074129099026322],,3,0,3,0,0,0,0,0,,,,,29,0,29,0,360.0588379999972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.05579987500096,360.0588379999972,360.06856399967023,360.0588379999972,360.0588379999972,True,360.80198358296184,360.806764540961,360.8353026660043,True,362.54009120800765,362.54266637499677,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,30,30,30,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,456.87,0.4569,1,True,hit,1,0,0,0,0,0,1.0,30,30,2.4877119589946233,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,456.87,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,362.5450015409733,362.55187629099237,362.55187629099237,362.7872544580023,[0.4568731249892153],[0.14074129099026322],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
30,0,30,None,['left'],1,None,[0.3807127920445055],[0.1487254579551518],,3,0,3,0,0,0,0,0,,,,,30,0,30,0,362.79327554098563,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.79024695797125,362.79327554098563,362.8018884576197,362.79327554098563,362.79327554098563,True,363.53525045799324,363.5401542079635,363.56852445797995,True,365.27328366599977,365.2760622909991,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,31,31,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,380.71,0.3807,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,2.487827875011135,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,380.71,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,365.2783754579723,365.28532420797274,365.28532420797274,365.51203066599555,[0.3807127920445055],[0.1487254579551518],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
31,0,31,None,['left'],1,None,[0.387601749971509],[0.11689704202581197],,3,0,3,0,0,0,0,0,,,,,31,0,31,0,365.5181738329702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,365.513785832969,365.5181738329702,365.5260549166744,365.5181738329702,365.5181738329702,True,366.2575474999612,366.2575474999612,366.2906032909523,True,368.0095688329893,368.00432070798706,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,32,32,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,387.6,0.3876,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,2.491500250005629,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,387.6,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,368.00662224995904,368.0095688329893,368.0095688329893,368.24174966599094,[0.387601749971509],[0.11689704202581197],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
32,0,32,None,['left'],1,None,[0.3758504589786753],[0.1283454159856774],,3,0,3,0,0,0,0,0,,,,,32,0,32,0,368.2519495409797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.2441280829953,368.2519495409797,368.2562137916723,368.2519495409797,368.2519495409797,True,368.99063404096523,368.99063404096523,369.0185031250003,True,370.7428117909585,370.73766637500376,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,33,33,33,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,375.85,0.3759,1,True,correct_rejection,0,0,0,1,0,0,1.0,33,33,2.4951285839779302,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,375.85,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,370.7399802499567,370.7428117909585,370.7428117909585,370.97567779099336,[0.3758504589786753],[0.1283454159856774],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
33,0,33,None,['left'],1,None,[0.4707909579738043],[0.13354504201561213],,3,0,3,0,0,0,0,0,,,,,33,0,33,0,370.9852294579614,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370.9773388750036,370.9852294579614,370.9902567916472,370.9852294579614,370.9852294579614,True,371.7238262500032,371.7238262500032,371.75189258297905,True,373.4685304579907,373.47086025000317,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,34,34,34,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,470.79,0.4708,1,True,correct_rejection,0,0,0,1,0,0,1.0,34,34,2.4944337920169346,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,470.79,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,373.47317462495994,373.4759736249689,373.4759736249689,373.70875812496524,[0.4707909579738043],[0.13354504201561213],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
34,0,34,None,['right'],1,None,[0.4629715839982964],[0.16018141596578062],,3,0,3,0,0,0,0,0,,,,,34,0,34,0,373.7185236249934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,373.71047862496926,373.7185236249934,373.7233051246187,373.7185236249934,373.7185236249934,True,374.4567540829885,374.4567540829885,374.4853128329851,True,376.2019358329708,376.20478979096515,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,35,35,35,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,462.97,0.463,1,True,hit,1,0,0,0,0,0,1.0,35,35,2.4947992080124095,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,462.97,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,376.207040874986,376.2100224159658,376.2100224159658,376.4420121659641,[0.4629715839982964],[0.16018141596578062],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
35,0,35,None,['left'],1,None,[0.3548259999952279],[0.13857629103586078],,3,0,3,0,0,0,0,0,,,,,35,0,35,0,376.4519799159607,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,376.4437011659611,376.4519799159607,376.4564997916498,376.4519799159607,376.4519799159607,True,377.19005620799726,377.19005620799726,377.21858983300626,True,378.9351967499824,378.9376222079736,main_0back,Main 0-back,4,0,385999_j_1.75,001,2026-02-04_14h54.40.994,4,1,0,0_back,60,1,36,36,36,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,354.83,0.3548,1,True,correct_rejection,0,0,0,1,0,0,1.0,36,36,2.494823709013872,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,354.83,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,378.93993479100754,378.9427467909991,378.9427467909991,379.1754081249819,[0.3548259999952279],[0.13857629103586078],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
