thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,force_advance_2.keys,key_resp.rt,key_resp.duration,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,ir_zero_otherwise_press.stopped,text_2.stopped,n_back_instructions.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,response_time_into_iti,trials.key_resp.keys,trials.key_resp.corr,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,trials.key_resp.rt,trials.key_resp.duration,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
32,0,32,None,['left'],1,None,[0.6289469159673899],[0.15119241701904684],,1,0,1,0,0,0,0,0,,,,,32,0,32,0,143.19363916595466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.1902541249874,143.19363916595466,143.20186116663197,143.19363916595466,143.19363916595466,True,143.9354731659987,143.94071395799983,143.96873066597618,True,145.67322075000266,145.67592112498824,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,33,33,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,628.95,0.6289,1,True,correct_rejection,0,0,0,1,0,0,0.9688,31,32,2.487629459006712,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,628.95,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,145.6786802499555,145.68520700000226,145.68520700000226,145.9208307910012,[0.6289469159673899],[0.15119241701904684],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
33,0,33,None,['left'],1,None,[0.5514238750329241],[0.1456509589916095],,1,0,1,0,0,0,0,0,,,,,33,0,33,0,145.92565591598395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145.92252141598146,145.92565591598395,145.93540208263246,145.92565591598395,145.92565591598395,True,146.66853104095208,146.67316920799203,146.70190095796715,True,148.4075525829685,148.4100237909588,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,34,34,33,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,551.42,0.5514,1,True,correct_rejection,0,0,0,1,0,0,0.9697,32,33,2.488372833991889,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,551.42,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,148.41264562500874,148.4185594159644,148.4185594159644,148.65400170796784,[0.5514238750329241],[0.1456509589916095],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
34,0,34,None,['left'],1,None,[0.6293330419575796],[0.13349612499587238],,1,0,1,0,0,0,0,0,,,,,34,0,34,0,148.66017966595246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148.65697324997745,148.66017966595246,148.66856312466942,148.66017966595246,148.66017966595246,True,149.40189495799132,149.4069102499634,149.43535991600947,True,151.1401290000067,151.14300029096194,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,35,35,34,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,629.33,0.6293,1,True,correct_rejection,0,0,0,1,0,0,0.9706,33,34,2.487809957994614,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,629.33,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,151.1452672079904,151.15193733299384,151.15193733299384,151.38739304099,[0.6293330419575796],[0.13349612499587238],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
35,0,35,None,['right'],1,None,[0.5308593339868821],[0.1329351250315085],,1,0,1,0,0,0,0,0,,,,,35,0,35,0,151.39225154096493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.3890823329566,151.39225154096493,151.40196479164686,151.39225154096493,151.39225154096493,True,152.13533845799975,152.1399384579854,152.1686924159876,True,153.87331574998097,153.87599649996264,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,36,36,35,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,530.86,0.5309,1,True,hit,1,0,0,0,0,0,0.9714,34,35,2.4875286250025965,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,530.86,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,153.8783084579627,153.88522220798768,153.88522220798768,154.12056033295812,[0.5308593339868821],[0.1329351250315085],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
36,0,36,None,['left'],1,None,[0.5818495840067044],[0.13367266597924754],,1,0,1,0,0,0,0,0,,,,,36,0,36,0,154.12523612496443,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,154.12229408300482,154.12523612496443,154.13521274965413,154.12523612496443,154.12523612496443,True,154.86865462496644,154.873258290987,154.90190012496896,True,156.60639320797054,156.60908670799108,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,37,37,36,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,581.85,0.5818,1,True,correct_rejection,0,0,0,1,0,0,0.9722,35,36,2.4874533329857513,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,581.85,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,156.61156333296094,156.61858341598418,156.61858341598418,156.85393420798937,[0.5818495840067044],[0.13367266597924754],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
37,0,37,None,['left'],1,None,[0.5640497499844059],[0.12339470902225003],,1,0,1,0,0,0,0,0,,,,,37,0,37,0,156.85860724997474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.85569299996132,156.85860724997474,156.86854695761966,156.85860724997474,156.85860724997474,True,157.60199212498264,157.6063824580051,157.6352948329877,True,159.34016245795647,159.342739832995,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,38,38,37,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,564.05,0.564,1,True,correct_rejection,0,0,0,1,0,0,0.973,36,37,2.4878829160006717,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,564.05,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,159.34499995800434,159.35190524999052,159.35190524999052,159.5873133749701,[0.5640497499844059],[0.12339470902225003],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
38,0,38,None,['left'],1,None,[0.4965632089879364],[0.11566895799478516],,1,0,1,0,0,0,0,0,,,,,38,0,38,0,159.5935468749958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,159.59027987497393,159.5935468749958,159.60200487467617,159.5935468749958,159.5935468749958,True,160.3353716249694,160.34018775000004,160.3686451659887,True,162.07389116595732,162.07628408295568,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,39,39,38,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,496.56,0.4966,1,True,correct_rejection,0,0,0,1,0,0,0.9737,37,38,2.488225458015222,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,496.56,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,162.07855637499597,162.08524337498238,162.08524337498238,162.32055158296134,[0.4965632089879364],[0.11566895799478516],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
39,0,39,None,['left'],1,None,[0.5546791659435257],[0.12563104199944064],,1,0,1,0,0,0,0,0,,,,,39,0,39,0,162.32526770798722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,162.3224259999697,162.32526770798722,162.33523679164162,162.32526770798722,162.32526770798722,True,163.06856695795432,163.072947165987,163.10191237495746,True,164.80625504098134,164.80891370796598,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,40,40,39,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,554.68,0.5547,1,True,correct_rejection,0,0,0,1,0,0,0.9744,38,39,2.4873518330277875,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,554.68,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,164.81122945796233,164.81853104097536,164.81853104097536,165.0539571249974,[0.5546791659435257],[0.12563104199944064],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
40,0,40,None,['left'],1,None,[0.6499845829675905],[0.13217454199912027],,1,0,1,0,0,0,0,0,,,,,40,0,40,0,165.05860895797377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.05573233298492,165.05860895797377,165.0685836666419,165.05860895797377,165.05860895797377,True,165.80191375000868,165.8063809159794,165.83538029098418,True,167.54052216600394,167.54300779098412,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,41,41,40,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,649.98,0.65,1,True,correct_rejection,0,0,0,1,0,0,0.975,39,40,2.488162875000853,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,649.98,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,167.54517383297207,167.5519440829521,167.5519440829521,167.78768700000364,[0.6499845829675905],[0.13217454199912027],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
41,0,41,None,['left'],1,None,[0.4971412079758011],[0.157662125013303],,1,0,1,0,0,0,0,0,,,,,41,0,41,0,167.7926657909993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167.78923175000818,167.7926657909993,167.80198858265456,167.7926657909993,167.7926657909993,True,168.5353963749949,168.540010333003,168.56865450000623,True,170.27346012496855,170.27596716600237,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,42,42,41,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,497.14,0.4971,1,True,correct_rejection,0,0,0,1,0,0,0.9756,40,41,2.487410290981643,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,497.14,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,170.27814883296378,170.2850743329618,170.2850743329618,170.52039249998052,[0.4971412079758011],[0.157662125013303],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
42,0,42,None,['left'],1,None,[0.5359307079925202],[0.11134487501112744],,1,0,1,0,0,0,0,0,,,,,42,0,42,0,170.52488758298568,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170.5224299999536,170.52488758298568,170.5349609576554,170.52488758298568,170.52488758298568,True,171.26822862500558,171.272967375,171.30152320797788,True,173.00589483295335,173.0085193749983,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,43,43,42,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,535.93,0.5359,1,True,correct_rejection,0,0,0,1,0,0,0.9762,41,42,2.487165416998323,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,535.93,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,173.01049254095415,173.01823533297284,173.01823533297284,173.25349704100518,[0.5359307079925202],[0.11134487501112744],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
43,0,43,None,['left'],1,None,[0.5068820840097032],[0.1525683329673484],,1,0,1,0,0,0,0,0,,,,,43,0,43,0,173.2570345409913,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173.25479274999816,173.2570345409913,173.26817833265912,173.2570345409913,173.2570345409913,True,174.0015166659723,174.00597520795418,174.03486424998846,True,175.73889408295508,175.74164587497944,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,44,44,43,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,506.88,0.5069,1,True,correct_rejection,0,0,0,1,0,0,0.9767,42,43,2.487098874989897,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,506.88,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,175.74365054100053,175.75157024996588,175.75157024996588,175.98688112496166,[0.5068820840097032],[0.1525683329673484],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
44,0,44,None,['right'],1,None,[0.6327007499639876],[0.1167936660349369],,1,0,1,0,0,0,0,0,,,,,44,0,44,0,175.99050854099914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175.98820337496,175.99050854099914,176.00154316664364,175.99050854099914,175.99050854099914,True,176.7348862909712,176.73965137498453,176.7682264999603,True,178.47616679099156,178.478707458009,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,45,45,44,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,632.7,0.6327,1,True,hit,1,0,0,0,0,0,0.9773,43,44,2.4909777500433847,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,632.7,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,178.4807084579952,178.48465774999931,178.48465774999931,178.72033258300507,[0.6327007499639876],[0.1167936660349369],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
45,0,45,None,['left'],1,None,[0.45232787501299754],[0.1445381660014391],,1,0,1,0,0,0,0,0,,,,,45,0,45,0,178.7253614999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,178.7228608749574,178.7253614999936,178.73488483264035,178.7253614999936,178.7253614999936,True,179.46821791597176,179.47222041600617,179.50158012495376,True,181.20611508295406,181.20871491596336,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,46,46,45,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,452.33,0.4523,1,True,correct_rejection,0,0,0,1,0,0,0.9778,44,45,2.4874391249613836,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,452.33,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['left'],1,None,181.21071458299411,181.21822195796994,181.21822195796994,181.45366537495283,[0.45232787501299754],[0.1445381660014391],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
46,0,46,None,['right'],1,None,[0.6653391660074703],[0.12592516699805856],,1,0,1,0,0,0,0,0,,,,,46,0,46,0,181.45737087499583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,181.45500137499766,181.45737087499583,181.4682209996429,181.45737087499583,181.45737087499583,True,182.20154737500707,182.2054339160095,182.23474404099397,True,183.93854533298872,183.94108283298556,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,47,47,46,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,665.34,0.6653,1,True,hit,1,0,0,0,0,0,0.9783,45,46,2.486479540995788,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,665.34,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,183.94330666598398,183.95153058297,183.95153058297,184.18692799995188,[0.6653391660074703],[0.12592516699805856],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
47,0,47,None,['right'],1,None,[0.5481204999960028],[0.12330337497405708],,1,0,1,0,0,0,0,0,,,,,47,0,47,0,184.19071374996565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184.1884054580005,184.19071374996565,184.20153108262846,184.19071374996565,184.19071374996565,True,184.93486816599034,184.9390944999759,184.96821329096565,True,186.67444891599007,186.67753383296076,main_1back,Main 1-back,2,0,385999_j_1.75,001,2026-02-04_14h54.40.994,2,1,1,1_back,60,1,48,48,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,548.12,0.5481,1,True,hit,1,0,0,0,0,0,0.9787,46,47,2.489468334009871,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,548.12,1.75,1.75,0.0,0.75,2.5,during_stimulus,,['right'],1,None,186.6798834579531,186.6848213750054,186.6848213750054,186.92088374996092,[0.5481204999960028],[0.12330337497405708],,,,,,,,,,,,,,,,,,,,,,,,,,,,385999_j_1.75,001,2026-02-04_14h54.40.994,n-back,2024.2.4,None,2026-02-04 14h54.55.450308 -0800,
