thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
26,0,26,None,['right'],1,[0.46527941699605435],[0.10848087503109127],None,,1,0,1,0,0,0,0,0,,,,,26,0,26,0,109.78259566699853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109.78005629195832,109.78259566699853,109.79279095866174,109.78259566699853,109.78259566699853,True,110.52629779197741,110.53093116695527,110.55960658396361,True,111.76424524997128,111.76701337500708,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,27,27,27,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,465.28,0.4653,1,True,hit,1,0,0,0,0,0,1.0,27,27,1.9876577500253916,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,465.28,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.46527941699605435],[0.10848087503109127],None,111.7695679589524,111.7761168339639,111.7761168339639,112.01161674998002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
27,0,27,None,['left'],1,[0.28136408398859203],[0.13279620802495629],None,,1,0,1,0,0,0,0,0,,,,,27,0,27,0,112.01613866700791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.01337770896498,112.01613866700791,112.02633558365439,112.01613866700791,112.01613866700791,True,112.75960920896614,112.76412945898483,112.79301004199078,True,113.99744624999585,114.00027462496655,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,28,28,28,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,281.36,0.2814,1,True,correct_rejection,0,0,0,1,0,0,1.0,28,28,1.9875625839922577,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,281.36,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.28136408398859203],[0.13279620802495629],None,114.00293033395428,114.0094548749621,114.0094548749621,114.24523624998983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
28,0,28,None,['left'],1,[0.3085503340116702],[0.1238020000164397],None,,1,0,1,0,0,0,0,0,,,,,28,0,28,0,114.24970187497092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.24686558399117,114.24970187497092,114.2595751256488,114.24970187497092,114.24970187497092,True,114.99297087499872,114.99756362498738,115.02625199995236,True,116.23118308396079,116.23392179200891,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,29,29,29,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,308.55,0.3086,1,True,correct_rejection,0,0,0,1,0,0,1.0,29,29,1.9875742919975892,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,308.55,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.3085503340116702],[0.1238020000164397],None,116.23652391700307,116.24292579200119,116.24292579200119,116.47818295896286,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
29,0,29,None,['left'],1,[0.30975333298556507],[0.10018920805305243],None,,1,0,1,0,0,0,0,0,,,,,29,0,29,0,116.48265699995682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116.48002824996365,116.48265699995682,116.4928316666667,116.48265699995682,116.48265699995682,True,117.22638091695262,117.23117074999027,117.25934374995995,True,118.4636722090072,118.46633149997797,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,30,30,30,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,309.75,0.3098,1,True,correct_rejection,0,0,0,1,0,0,1.0,30,30,1.9871409159968607,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,309.75,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.30975333298556507],[0.10018920805305243],None,118.46875587495742,118.47618529200554,118.47618529200554,118.711671750003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
30,0,30,None,['left'],1,[0.3987438330077566],[0.108623499982059],None,,1,0,1,0,0,0,0,0,,,,,30,0,30,0,118.71757791697746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118.71460487495642,118.71757791697746,118.72625283367621,118.71757791697746,118.71757791697746,True,119.45967854198534,119.4640512499609,119.49294808396371,True,120.69794491695939,120.70046333398204,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,31,31,31,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,398.74,0.3987,1,True,correct_rejection,0,0,0,1,0,0,1.0,31,31,1.9878870419925079,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,398.74,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.3987438330077566],[0.108623499982059],None,120.70294737495715,120.70964612497482,120.70964612497482,120.9449388749781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
31,0,31,None,['left'],1,[0.30839645804371685],[0.12286379199940711],None,,1,0,1,0,0,0,0,0,,,,,31,0,31,0,120.94977370899869,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.94723120896379,120.94977370899869,120.95958079165236,120.94977370899869,120.94977370899869,True,121.6929547089967,121.69724549999228,121.7262331249658,True,122.93087645899504,122.93353016697802,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,32,32,32,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,308.4,0.3084,1,True,correct_rejection,0,0,0,1,0,0,1.0,32,32,1.9876520419493318,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,308.4,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.30839645804371685],[0.12286379199940711],None,122.93621641700156,122.9428565420094,122.9428565420094,123.17802812496666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
32,0,32,None,['right'],1,[0.35116679198108613],[0.09635916602564976],None,,1,0,1,0,0,0,0,0,,,,,32,0,32,0,123.18392995896284,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123.18109095899854,123.18392995896284,123.1927643336278,123.18392995896284,123.18392995896284,True,123.9262960839551,123.93109124997864,123.95963483396918,True,125.16444937500637,125.16703958396101,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,33,33,33,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,351.17,0.3512,1,True,hit,1,0,0,0,0,0,1.0,33,33,1.9882142079877667,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,351.17,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.35116679198108613],[0.09635916602564976],None,125.16959512495669,125.17617437499575,125.17617437499575,125.41170083399629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
33,0,33,None,['left'],1,[0.2991235830122605],[0.14840420801192522],None,,1,0,1,0,0,0,0,0,,,,,33,0,33,0,125.41604033397743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125.4134155419888,125.41604033397743,125.42630575062164,125.41604033397743,125.41604033397743,True,126.1595949169714,126.16469370899722,126.19298049999634,True,127.39697279199027,127.39987587498035,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,34,34,34,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,299.12,0.2991,1,True,correct_rejection,0,0,0,1,0,0,1.0,34,34,1.9870298330206424,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,299.12,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.2991235830122605],[0.14840420801192522],None,127.40241891698679,127.40954920899821,127.40954920899821,127.64483158400981,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
34,0,34,None,['left'],1,[0.45587683300254866],[0.18468620802741498],None,,1,0,1,0,0,0,0,0,,,,,34,0,34,0,127.65062766696792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.64778737496817,127.65062766696792,127.65942429163648,127.65062766696792,127.65062766696792,True,128.39290616696235,128.39719399996102,128.4262712089694,True,129.63081841700478,129.63347899995279,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,35,35,35,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,455.88,0.4559,1,True,correct_rejection,0,0,0,1,0,0,1.0,35,35,1.987567791948095,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,455.88,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.45587683300254866],[0.18468620802741498],None,129.63599062495632,129.64288529200712,129.64288529200712,129.8781722089625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
35,0,35,None,['left'],1,[0.4031224999926053],[0.11212266603251919],None,,1,0,1,0,0,0,0,0,,,,,35,0,35,0,129.88398916699225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129.8811488749925,129.88398916699225,129.89285254164523,129.88398916699225,129.88398916699225,True,130.6263305839966,130.63067233399488,130.65962049999507,True,131.8645109589561,131.86706445895834,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,36,36,36,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,403.12,0.4031,1,True,correct_rejection,0,0,0,1,0,0,1.0,36,36,1.9880520419683307,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,403.12,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.4031224999926053],[0.11212266603251919],None,131.86968308396172,131.87615391699364,131.87615391699364,132.1115438749548,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
36,0,36,None,['left'],1,[0.28177912498358637],[0.10787900001741946],None,,1,0,1,0,0,0,0,0,,,,,36,0,36,0,132.11594987497665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.1133279170026,132.11594987497665,132.1261802916454,132.11594987497665,132.11594987497665,True,132.85964362497907,132.86431491700932,132.8928813340026,True,134.09762462496292,134.1003297919524,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,37,37,37,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,281.78,0.2818,1,True,correct_rejection,0,0,0,1,0,0,1.0,37,37,1.987707458960358,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,281.78,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.28177912498358637],[0.10787900001741946],None,134.10284941695863,134.10959145898232,134.10959145898232,134.3448322499753,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
37,0,37,None,['left'],0,[0.2739333329955116],[0.07576970901573077],None,,1,0,1,0,0,0,0,0,,,,,37,0,37,0,134.3507446249714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.34779324999545,134.3507446249714,134.3594592916236,134.3507446249714,134.3507446249714,True,135.09310512500815,135.0979742499767,135.12625216698507,True,136.3312952920096,136.333826416987,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,38,38,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,left,non_target_response,273.93,0.2739,0,False,incorrect_rejection,0,1,0,0,0,0,0.9737,37,38,1.988117333035916,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,273.93,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],0,[0.2739333329955116],[0.07576970901573077],None,136.34316091699293,136.34789141698275,136.34789141698275,136.5782620839891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
38,0,38,None,['left'],1,[0.481869250012096],[0.11552370799472556],None,,1,0,1,0,0,0,0,0,,,,,38,0,38,0,136.58325183397392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.5805342089734,136.58325183397392,136.59287516662542,136.58325183397392,136.58325183397392,True,137.32622345897835,137.33221124997362,137.35963933396852,True,138.56341479200637,138.56617820897372,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,39,39,39,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,481.87,0.4819,1,True,correct_rejection,0,0,0,1,0,0,0.9744,38,39,1.986821583006531,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,481.87,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.481869250012096],[0.11552370799472556],None,138.57505808398128,138.58031137497164,138.58031137497164,138.81154195900308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
39,0,39,None,['left'],1,[0.3066589590162039],[0.11218300001928583],None,,1,0,1,0,0,0,0,0,,,,,39,0,39,0,138.816246124974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.81332229200052,138.816246124974,138.82619012566673,138.816246124974,138.816246124974,True,139.5596672919928,139.5650864589843,139.59306816698518,True,140.79774904198712,140.80046125000808,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,40,40,40,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,306.66,0.3067,1,True,correct_rejection,0,0,0,1,0,0,0.975,39,40,1.9879761249758303,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,306.66,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.3066589590162039],[0.11218300001928583],None,140.80417012498947,140.80953274999047,140.80953274999047,141.044836749963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
40,0,40,None,['right'],1,[0.44792483298806474],[0.13699870801065117],None,,1,0,1,0,0,0,0,0,,,,,40,0,40,0,141.0492793339654,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,141.04666112497216,141.0492793339654,141.05947045865858,141.0492793339654,141.0492793339654,True,141.79299545899266,141.79744529200252,141.82624749996467,True,143.0311411669827,143.0339571670047,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,41,41,41,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,447.92,0.4479,1,True,hit,1,0,0,0,0,0,0.9756,40,41,1.9883293340099044,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,447.92,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.44792483298806474],[0.13699870801065117],None,143.03630120900925,143.04286208399571,143.04286208399571,143.2782078339951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
41,0,41,None,['left'],1,[0.44851941597880796],[0.1103700419771485],None,,1,0,1,0,0,0,0,0,,,,,41,0,41,0,143.28221749997465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.279953249963,143.28221749997465,143.29283691663684,143.28221749997465,143.28221749997465,True,144.02624845900573,144.03118383395486,144.05963566695573,True,145.26398487499682,145.2668381249532,main_0back,Main 0-back,2,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,2,1,0,0_back,60,1,42,42,42,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,448.52,0.4485,1,True,correct_rejection,0,0,0,1,0,0,0.9762,41,42,1.987428209045902,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,448.52,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.44851941597880796],[0.1103700419771485],None,145.27040879195556,145.27613829198526,145.27613829198526,145.51148283400107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
