thisN,thisTrialN,thisRepN,force_end_of_routine_if_pressed_5.keys,key_resp.keys,key_resp.corr,key_resp.rt,key_resp.duration,force_advance_2.keys,force_end_of_routine_if_pressed_2.keys,phase_loop.thisRepN,phase_loop.thisTrialN,phase_loop.thisN,phase_loop.thisIndex,block.thisRepN,block.thisTrialN,block.thisN,block.thisIndex,info_loop.thisRepN,info_loop.thisTrialN,info_loop.thisN,info_loop.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,thisRow.t,notes,Settings.started,Settings.stopped,exp_setting_logged,phase_0_name,phase_0_n_back_blocks,phase_0_trials_per_block,phase_0_num_blocks,phase_1_name,phase_1_n_back_blocks,phase_1_trials_per_block,phase_1_num_blocks,phase_2_name,phase_2_n_back_blocks,phase_2_trials_per_block,phase_2_num_blocks,phase_3_name,phase_3_n_back_blocks,phase_3_trials_per_block,phase_3_num_blocks,phase_4_name,phase_4_n_back_blocks,phase_4_trials_per_block,phase_4_num_blocks,phase_5_name,phase_5_n_back_blocks,phase_5_trials_per_block,phase_5_num_blocks,exp_num_phases,exp_iti_fixed,exp_iti_jitter_range,Information_about_block.started,text_2.started,force_advance.started,practice_indicator_sound.started,n_back_instructions.started,practice_indicator_sound.stopped,n_back_instructions.stopped,sound_to_match_if_0_back.started,sound_to_match_if_0_back.stopped,ir_zero_otherwise_press.started,text_2.stopped,ir_zero_otherwise_press.stopped,end_routine.started,press_to_continue_prompt.started,press_to_continue.started,Information_about_block.stopped,info_loop.end_routine.keys,info_loop.end_routine.rt,info_loop.end_routine.duration,info_loop.force_advance.keys,Countdown.started,text_countdown.started,force_end_of_routine_if_pressed_5.started,Countdown.stopped,block.force_end_of_routine_if_pressed_5.keys,n_back_trial.started,Intro.started,sound_1.started,key_resp.started,force_advance_2.started,audio_trigger_sent,text_iti_fixation.started,Intro.stopped,sound_1.stopped,audio_end_trigger_sent,text_iti_fixation.stopped,n_back_trial.stopped,phase_name,phase_display_name,phase_number,is_practice,participant_id,session,date,absolute_block_number,block_number_in_phase,n_back_level,block_type,trials_per_block,total_blocks_in_phase,trial_number_overall,trial_number_in_block,scorable_trial_number,is_baseline_trial,current_stimulus,target_stimulus,stimulus_frequency_hz,trial_type,is_match_trial,response_key,response_type,reaction_time_ms,reaction_time_s,correct,accuracy_binary,performance_category,hit,incorrect_rejection,miss_no_response_on_target,correct_rejection,false_alarm,no_response_on_non_target,running_accuracy,total_correct_so_far,scorable_trials_so_far,trial_onset_time,previous_stimulus_n1,previous_frequency_n1,previous_stimulus_n2,previous_frequency_n2,previous_stimulus_n3,previous_frequency_n3,num_responses,all_response_keys,all_response_times,iti_duration,iti_fixed_component,iti_jitter_component,stimulus_duration,total_trial_duration,response_period,trials.key_resp.keys,trials.key_resp.corr,trials.key_resp.rt,trials.key_resp.duration,trials.force_advance_2.keys,Feedback_accuracy_RT.started,fb.started,rt_fb.started,Feedback_accuracy_RT.stopped,block_summary,block_final_accuracy,block_n_back_level,block_total_scorable_trials,block_total_correct,block_total_hits,block_total_incorrect_rejection,block_total_miss_no_response_on_target,block_total_misses,block_total_false_alarms,block_total_correct_rejections,block_total_no_response_on_non_target,block_hit_rate,block_false_alarm_rate,block_d_prime,Feedback_block.started,fb_2.started,force_end_of_routine_if_pressed_2.started,fb_sound.started,fb_sound.stopped,Feedback_block.stopped,block.force_end_of_routine_if_pressed_2.keys,text_countdown.stopped,response_time_into_iti,exp_finished.started,text_instr.started,thank_you.started,thank_you.stopped,participant,session,date,expName,psychopyVersion,frameRate,expStart,
37,0,37,None,['left'],1,[0.6424293330055661],[0.18327987496741116],None,,3,0,3,0,0,0,0,0,,,,,37,0,37,0,328.88296162500046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,328.88047116698,328.88296162500046,328.8924800836287,328.88296162500046,328.88296162500046,True,329.6257828339585,329.6303763339529,329.65913212497253,True,330.86447999998927,330.86697454197565,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,38,38,36,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,642.43,0.6424,1,True,correct_rejection,0,0,0,1,0,0,0.9444,34,36,1.9881118329940364,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,642.43,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.6424293330055661],[0.18327987496741116],None,330.86927766696317,330.87616358400555,330.87616358400555,331.11158287496073,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
38,0,38,None,['right'],0,[0.44796987500740215],[0.2333492919569835],None,,3,0,3,0,0,0,0,0,,,,,38,0,38,0,331.11597045901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,331.11326270899735,331.11597045901,331.1262231256735,331.11597045901,331.11597045901,True,331.8595933750039,331.8646384169697,331.89290937496116,True,333.09765399998287,333.1002698749653,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,39,39,37,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,right,target_response,447.97,0.448,0,False,false_alarm,0,0,0,0,1,0,0.9189,34,37,1.9876815419993363,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,447.97,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],0,[0.44796987500740215],[0.2333492919569835],None,333.1036884589703,333.10948662500596,333.10948662500596,333.3449544169707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
39,0,39,None,['right'],1,[0.5916723340051249],[0.200685124960728],None,,3,0,3,0,0,0,0,0,,,,,39,0,39,0,333.34942329197656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,333.3465928749647,333.34942329197656,333.3595107916665,333.34942329197656,333.34942329197656,True,334.09295249998104,334.0975275840028,334.1263427090016,True,335.3308183339541,335.3335383340018,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,40,40,38,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,target,True,right,target_response,591.67,0.5917,1,True,hit,1,0,0,0,0,0,0.9211,35,38,1.9875542920199223,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,591.67,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.5916723340051249],[0.200685124960728],None,335.33700537495315,335.34274499997264,335.34274499997264,335.5783952919883,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
40,0,40,None,['left'],1,[0.9488784169661812],[0.14911345799919218],None,,3,0,3,0,0,0,0,0,,,,,40,0,40,0,335.58318837499246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,335.5802062919829,335.58318837499246,335.59282833367274,335.58318837499246,335.58318837499246,True,336.3261273750104,336.3315543339704,336.35955908399774,True,337.5641853749985,337.5668806670001,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,41,41,39,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,948.88,0.9489,1,True,correct_rejection,0,0,0,1,0,0,0.9231,36,39,1.9873952079797164,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,948.88,1.25,1.25,0.0,0.75,2.0,during_iti,['left'],1,[0.9488784169661812],[0.14911345799919218],None,337.5691820840002,337.57621379196644,337.57621379196644,337.8114852499566,,,,,,,,,,,,,,,,,,,,,,,,0.1989,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
41,0,41,None,['left'],1,[0.7488860830198973],[0.18087325000669807],None,,3,0,3,0,0,0,0,0,,,,,41,0,41,0,337.8174660420045,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337.8145322499913,337.8174660420045,337.82612470863774,337.8174660420045,337.8174660420045,True,338.55961637495784,338.56418774998747,338.59294862498064,True,339.7974717919715,339.8002552499529,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,42,42,40,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,748.89,0.7489,1,True,correct_rejection,0,0,0,1,0,0,0.925,37,40,1.987748624989763,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,748.89,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.7488860830198973],[0.18087325000669807],None,339.8025631670025,339.8095876669977,339.8095876669977,340.04486274998635,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
42,0,42,None,['left'],1,[0.8015687080333009],[0.15095362497959286],None,,3,0,3,0,0,0,0,0,,,,,42,0,42,0,340.0498099999968,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0471574169933,340.0498099999968,340.05951325066076,340.0498099999968,340.0498099999968,True,340.7929679999943,340.7975274169585,340.826278249966,True,342.0311119169928,342.0339759589988,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,43,43,41,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,801.57,0.8016,1,True,correct_rejection,0,0,0,1,0,0,0.9268,38,41,1.9878615000052378,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,801.57,1.25,1.25,0.0,0.75,2.0,during_iti,['left'],1,[0.8015687080333009],[0.15095362497959286],None,342.03633804200217,342.0429425839684,342.0429425839684,342.37985149997985,,,,,,,,,,,,,,,,,,,,,,,,0.0516,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
43,0,43,None,['right'],1,[0.4062755000195466],[0.23316158296074718],None,,3,0,3,0,0,0,0,0,,,,,43,0,43,0,342.3852631250047,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,342.381571542006,342.3852631250047,342.3928095836231,342.3852631250047,342.3852631250047,True,343.12629712495254,343.13037070899736,343.1595726669766,True,344.364104999986,344.3672249169904,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,44,44,42,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,406.28,0.4063,1,True,hit,1,0,0,0,0,0,0.9286,39,42,1.9861811670125462,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,406.28,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.4062755000195466],[0.23316158296074718],None,344.37033608398633,344.3759780419641,344.3759780419641,344.61159929196583,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
44,0,44,None,['right'],1,[0.4426807499839924],[0.2118427089881152],None,,3,0,3,0,0,0,0,0,,,,,44,0,44,0,344.6161163749639,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,344.61344437499065,344.6161163749639,344.62622691662204,344.6161163749639,344.6161163749639,True,345.3596236250014,345.3642879999825,345.3929324169876,True,346.59806733398,346.60048345895484,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,45,45,43,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,442.68,0.4427,1,True,hit,1,0,0,0,0,0,0.9302,40,43,1.9881134160095826,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,442.68,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.4426807499839924],[0.2118427089881152],None,346.60300691699376,346.60950324998703,346.60950324998703,346.84484375000466,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
45,0,45,None,['right'],1,[0.4150735419825651],[0.2033875830238685],None,,3,0,3,0,0,0,0,0,,,,,45,0,45,0,346.84931270900415,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,346.84656954195816,346.84931270900415,346.8594859166226,346.84931270900415,346.84931270900415,True,347.59293720900314,347.5974744170089,347.6262258749921,True,348.830850458995,348.8334815420094,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,46,46,44,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,415.07,0.4151,1,True,hit,1,0,0,0,0,0,0.9318,41,44,1.9876277500297874,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,415.07,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.4150735419825651],[0.2033875830238685],None,348.83598429197446,348.84282695897855,348.84282695897855,349.0785390000092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
46,0,46,None,['left'],1,[0.6045862080063671],[0.15925025002798066],None,,3,0,3,0,0,0,0,0,,,,,46,0,46,0,349.08327229198767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349.08012466697255,349.08327229198767,349.0928771256624,349.08327229198767,349.08327229198767,True,349.82626412500395,349.8307167919702,349.8596216249862,True,351.06424112495733,351.0669737919816,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,47,47,45,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,non-target,False,left,non_target_response,604.59,0.6046,1,True,correct_rejection,0,0,0,1,0,0,0.9333,42,45,1.987304333015345,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,604.59,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.6045862080063671],[0.15925025002798066],None,351.06967024999904,351.0761624169536,351.0761624169536,351.31134333397495,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
47,0,47,None,['right'],1,[0.498780291993171],[0.215955333027523],None,,3,0,3,0,0,0,0,0,,,,,47,0,47,0,351.3157967089792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,351.31315716699464,351.3157967089792,351.3261102506697,351.3157967089792,351.3157967089792,True,352.05967074999353,352.064244084002,352.0929122919915,True,353.29723016696516,353.29986887500854,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,48,48,46,0,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,880,target,True,right,target_response,498.78,0.4988,1,True,hit,1,0,0,0,0,0,0.9348,43,46,1.9874775420175865,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,498.78,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.498780291993171],[0.215955333027523],None,353.3023478339892,353.30951741698664,353.30951741698664,353.5448592499597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
48,0,48,None,['left'],1,[0.672981166979298],[0.15833366598235443],None,,3,0,3,0,0,0,0,0,,,,,48,0,48,0,353.549285416957,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,353.5466135419556,353.549285416957,353.5595056666682,353.549285416957,353.549285416957,True,354.29303029197035,354.29774616699433,354.3262852499611,True,355.5337152919965,355.53673383395653,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,49,49,47,0,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,128,non-target,False,left,non_target_response,672.98,0.673,1,True,correct_rejection,0,0,0,1,0,0,0.9362,44,47,1.9906130419694819,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,672.98,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.672981166979298],[0.15833366598235443],None,355.5392617919715,355.5424529169686,355.5424529169686,355.7783130419557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
49,0,49,None,['left'],1,[0.5143427919829264],[0.19312925002304837],None,,3,0,3,0,0,0,0,0,,,,,49,0,49,0,355.7827415000065,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355.7800329999882,355.7827415000065,355.7927952086359,355.7827415000065,355.7827415000065,True,356.52635937498417,356.53090116695967,356.5596489169984,True,357.7644341670093,357.7670032499591,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,50,50,48,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,non-target,False,left,non_target_response,514.34,0.5143,1,True,correct_rejection,0,0,0,1,0,0,0.9375,45,48,1.987778624985367,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,514.34,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.5143427919829264],[0.19312925002304837],None,357.76954854198266,357.77613587497035,357.77613587497035,358.0115424589603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
50,0,50,None,['left'],1,[0.5567264590063132],[0.1896620829938911],None,,3,0,3,0,0,0,0,0,,,,,50,0,50,0,358.01751662499737,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,358.01457312499406,358.01751662499737,358.0261620416461,358.01751662499737,358.01751662499737,True,358.759636999981,358.76443404197926,358.7929910419625,True,359.9975304589607,360.00029120896943,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,51,51,49,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,non-target,False,left,non_target_response,556.73,0.5567,1,True,correct_rejection,0,0,0,1,0,0,0.9388,46,49,1.9876812500297092,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency880_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,left,556.73,1.25,1.25,0.0,0.75,2.0,during_stimulus,['left'],1,[0.5567264590063132],[0.1896620829938911],None,360.0029985840083,360.00965229200665,360.00965229200665,360.24484545900486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
51,0,51,None,['right'],1,[0.35227562504587695],[0.21646941697690636],None,,3,0,3,0,0,0,0,0,,,,,51,0,51,0,360.2493862499832,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.2466762919794,360.2493862499832,360.2594990006221,360.2493862499832,360.2493862499832,True,360.9929514169926,360.99749029200757,361.0262624589959,True,362.2313268749858,362.23375016695354,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,52,52,50,0,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,256,target,True,right,target_response,352.28,0.3523,1,True,hit,1,0,0,0,0,0,0.94,47,50,1.988068291975651,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency128_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,352.28,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.35227562504587695],[0.21646941697690636],None,362.236261833983,362.2427279590047,362.2427279590047,362.4780757089611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
52,0,52,None,['right'],1,[0.41496679198462516],[0.2003788329893723],None,,3,0,3,0,0,0,0,0,,,,,52,0,52,0,362.48246604198357,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,362.4799151250045,362.48246604198357,362.49277929164623,362.48246604198357,362.48246604198357,True,363.22632966696983,363.23109108395875,363.25956066697836,True,364.4642536249594,364.46695229195757,main_2back,Main 2-back,4,0,329115_jt_1.25,001,2026-02-04_15h38.01.906,4,1,2,2_back,60,1,53,53,51,0,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,512,target,True,right,target_response,414.97,0.415,1,True,hit,1,0,0,0,0,0,0.9412,48,51,1.9878474999568425,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency512_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,sine_wave_frequency256_duration0.75s_tagging_frequency43Hz_modulation_depth1.0.wav,duration0.75s,1,right,414.97,1.25,1.25,0.0,0.75,2.0,during_stimulus,['right'],1,[0.41496679198462516],[0.2003788329893723],None,364.4695466249832,364.4762957500061,364.4762957500061,364.7114279170055,,,,,,,,,,,,,,,,,,,,,,,,,,,,,329115_jt_1.25,001,2026-02-04_15h38.01.906,n-back,2024.2.4,None,2026-02-04 15h38.17.023024 -0800,
